#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000206F_002.ver1.0.g241850.t01 -          LRR_4                PF12799.13  9.7e-123  397.1 211.8   2.6e-05   24.0   1.0  35.2  29   4   8  38  38  36  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g372690.t02      -          LRR_4                PF12799.13   7.9e-22   76.5  52.3    0.0005   19.9   0.4  11.6   6   3   6  13  13   8   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552800.t01      -          LRR_4                PF12799.13   9.3e-22   76.3  58.8   9.5e-07   28.6   3.5  13.3   8   4   3  13  13   7   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t02      -          LRR_4                PF12799.13   9.3e-22   76.2  39.2   1.3e-05   25.0   3.1   7.0   4   2   4   8   8   8   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_035.ver1.0.g136550.t01 -          LRR_4                PF12799.13   9.7e-22   76.2  98.5   2.8e-05   23.9   1.3  14.2   5   4   8  17  17  13   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_025.ver1.0.g079080.t01 -          LRR_4                PF12799.13   9.9e-22   76.2  35.1    0.0001   22.1   2.4   7.8   5   2   1   8   8   5   5 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t02 -          LRR_4                PF12799.13     1e-21   76.1  40.1   1.3e-05   25.0   3.1   7.0   4   2   4   8   8   8   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_029.ver1.0.g080390.t01 -          LRR_4                PF12799.13   1.1e-21   76.1  52.1   3.2e-06   26.9   0.3   8.8   2   2   7  10  10  10   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g260020.t01      -          LRR_4                PF12799.13   1.1e-21   76.1  30.1     1e-06   28.5   3.1   6.7   4   2   2   7   7   6   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001010.t01 -          LRR_4                PF12799.13   1.1e-21   76.1  30.1     1e-06   28.5   3.1   6.7   4   2   2   7   7   6   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322000.t01      -          LRR_4                PF12799.13   1.2e-21   75.9  26.7   5.8e-06   26.1   3.0   6.4   4   2   2   6   6   6   6 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219810.t01 -          LRR_4                PF12799.13   1.7e-21   75.4  72.7   6.6e-06   25.9   0.7  12.2   7   3   6  13  13   8   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000102F.ver1.0.g491880.t01      -          LRR_4                PF12799.13     2e-21   75.2  61.7   0.00018   21.3   3.4   9.7   6   3   6  12  12   9   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000489F.ver1.0.g613580.t01      -          LRR_4                PF12799.13   2.2e-21   75.1  61.1   0.00022   21.1   3.5  14.2  12   4   6  18  18   9   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000055F_030.ver1.0.g166810.t01 -          LRR_4                PF12799.13   2.6e-21   74.9  15.7   3.3e-07   30.0   0.3   6.5   6   0   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000055F.ver1.0.g433960.t01      -          LRR_4                PF12799.13   2.6e-21   74.9  15.7   3.3e-07   30.0   0.3   6.5   6   0   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513520.t01      -          LRR_4                PF12799.13   2.7e-21   74.8  57.3   0.00056   19.8   0.8  11.6   9   2   4  13  13   8   6 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t01 -          LRR_4                PF12799.13   2.8e-21   74.7  39.1   1.7e-05   24.6   3.1   6.9   4   2   4   8   8   8   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495890.t01      -          LRR_4                PF12799.13   2.8e-21   74.7  53.1    0.0038   17.1   1.2   9.6   5   2   5  11  11  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000169F_002.ver1.0.g236430.t01 -          LRR_4                PF12799.13   3.1e-21   74.6  69.0   2.5e-05   24.0   2.8  11.8   8   4   3  12  12   9   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552740.t01      -          LRR_4                PF12799.13   3.4e-21   74.5  53.5    0.0038   17.1   1.2   9.6   5   2   5  11  11  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g274880.t01      -          LRR_4                PF12799.13   3.5e-21   74.4  40.3   0.00017   21.4   1.7   7.5   5   2   3   8   8   7   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t02 -          LRR_4                PF12799.13   3.6e-21   74.4  67.1   9.3e-05   22.2   0.0  12.8   6   4  11  17  17  13   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t03 -          LRR_4                PF12799.13   3.6e-21   74.4  67.1   9.3e-05   22.2   0.0  12.8   6   4  11  17  17  13   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t01 -          LRR_4                PF12799.13   3.6e-21   74.4  67.1   9.3e-05   22.2   0.0  12.7   6   4  11  17  17  13   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t01      -          LRR_4                PF12799.13   3.6e-21   74.4  38.7   1.7e-05   24.6   3.1   7.0   4   2   4   8   8   8   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204930.t01 -          LRR_4                PF12799.13   3.7e-21   74.3  25.0   6.7e-06   25.9   0.3   6.9   3   2   6   9   9   7   6 | SP
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g365590.t01      -          LRR_4                PF12799.13   3.9e-21   74.3  46.3   2.4e-05   24.1   1.0  10.2   5   3   8  13  13  11   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513560.t01      -          LRR_4                PF12799.13   4.1e-21   74.2  38.5   0.00044   20.1   0.2   9.5   9   0   0   9   9   7   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608540.t01      -          LRR_4                PF12799.13   4.1e-21   74.2  14.7   0.00012   21.9   1.1   5.1   5   0   0   5   5   4   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_030.ver1.0.g014790.t01 -          LRR_4                PF12799.13   4.2e-21   74.2  66.9    0.0014   18.5   0.2  11.8   6   3   6  13  13  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516570.t01      -          LRR_4                PF12799.13   5.2e-21   73.9  68.1   9.3e-05   22.2   0.0  12.7   6   4  11  17  17  13   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000319F.ver1.0.g594060.t01      -          LRR_4                PF12799.13   5.9e-21   73.7  39.4   0.00026   20.8   1.8   7.6   5   2   3   8   8   7   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554810.t01      -          LRR_4                PF12799.13   5.9e-21   73.7  82.8    0.0042   17.0   2.1  12.9   8   2   6  15  15  11   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547750.t01      -          LRR_4                PF12799.13   7.2e-21   73.4 102.9    0.0002   21.2   0.7  15.0   9   5   9  18  18  14   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g102040.t01 -          LRR_4                PF12799.13     8e-21   73.3  46.1   1.3e-05   24.9   4.0   8.3   5   3   2   8   8   8   6 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000001F_030.ver1.0.g014780.t01 -          LRR_4                PF12799.13   1.7e-20   72.2  66.8    0.0016   18.3   0.3  11.8   6   3   4  12  12   8   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000037F_017.ver1.0.g140930.t01 -          LRR_4                PF12799.13   1.8e-20   72.1  25.1   1.2e-05   25.1   1.8   6.5   5   1   1   6   6   6   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g404470.t01      -          LRR_4                PF12799.13   1.8e-20   72.1  25.1   1.2e-05   25.1   1.8   6.5   5   1   1   6   6   6   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g521070.t01      -          LRR_4                PF12799.13     2e-20   72.0  57.4   0.00036   20.4   0.0  12.1  10   3   4  14  14   9   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219780.t01 -          LRR_4                PF12799.13     2e-20   72.0  88.0   5.3e-06   26.2   1.0  14.0   6   5   8  16  16  13   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t05 -          LRR_4                PF12799.13   2.2e-20   71.9  27.1     5e-06   26.3   0.0   6.5   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t05      -          LRR_4                PF12799.13   2.3e-20   71.8  27.1     5e-06   26.3   0.0   6.5   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000070F_019.ver1.0.g179460.t01 -          LRR_4                PF12799.13   2.4e-20   71.8 100.8     0.011   15.7   0.5  13.3   7   4   7  16  16  13   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g372690.t01      -          LRR_4                PF12799.13   2.7e-20   71.6  49.7   0.00052   19.8   0.4  10.4   7   3   4  12  12   7   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t01 -          LRR_4                PF12799.13   3.7e-20   71.2  24.9   7.5e-06   25.7   0.0   6.3   4   1   0   5   5   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t01      -          LRR_4                PF12799.13   3.8e-20   71.1  24.9   7.5e-06   25.7   0.0   6.2   4   1   0   5   5   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200920.t01 -          LRR_4                PF12799.13   4.4e-20   70.9  73.5   0.00042   20.2   3.0  10.2   5   3   8  13  13  12   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204630.t01 -          LRR_4                PF12799.13   5.3e-20   70.7  61.9   0.00017   21.4   3.4   9.7   6   3   6  12  12   9   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g541560.t01      -          LRR_4                PF12799.13   5.6e-20   70.6  31.1    0.0001   22.1   0.1   7.7   4   2   4   9   9   7   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_003.ver1.0.g247450.t01 -          LRR_4                PF12799.13   6.9e-20   70.3  37.1   0.00026   20.8   0.6   7.9   5   1   3   8   8   8   4 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t02 -          LRR_4                PF12799.13   8.7e-20   70.0  28.5   5.4e-06   26.2   0.0   6.5   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t04 -          LRR_4                PF12799.13   8.7e-20   70.0  28.5   5.4e-06   26.2   0.0   6.5   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t03 -          LRR_4                PF12799.13   8.9e-20   69.9  28.4   5.6e-06   26.1   0.0   6.6   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t02      -          LRR_4                PF12799.13   9.1e-20   69.9  28.5   5.4e-06   26.2   0.0   6.4   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t04      -          LRR_4                PF12799.13   9.1e-20   69.9  28.5   5.4e-06   26.2   0.0   6.4   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513480.t02      -          LRR_4                PF12799.13   1.3e-19   69.5  36.2    0.0001   22.1   2.3  10.1   9   1   1  10  10   5   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t02      -          LRR_4                PF12799.13   1.4e-19   69.3  63.1   0.00025   20.9   0.6  11.5   3   3  13  17  17  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t03      -          LRR_4                PF12799.13   1.5e-19   69.2  28.4   6.1e-06   26.0   0.0   6.5   4   2   0   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115360.t01 -          LRR_4                PF12799.13   1.9e-19   68.9  57.5   0.00013   21.8   0.4  11.8  10   2   1  13  13   8   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115360.t02 -          LRR_4                PF12799.13   1.9e-19   68.9  57.5   0.00013   21.8   0.4  11.8  10   2   1  13  13   8   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t01      -          LRR_4                PF12799.13   2.4e-19   68.6  63.1   0.00026   20.8   0.7  11.5   3   3  12  16  16  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_010.ver1.0.g161060.t01 -          LRR_4                PF12799.13   2.9e-19   68.3  50.6   0.00025   20.8   0.1   8.6   4   3   4   9   9   8   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547780.t01      -          LRR_4                PF12799.13     3e-19   68.3  80.0    0.0011   18.8   2.9  13.1   8   3   1  13  13   6   5 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g050440.t01 -          LRR_4                PF12799.13   5.8e-19   67.4  23.0   0.00026   20.8   0.2   6.4   3   2   2   7   7   6   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496040.t01      -          LRR_4                PF12799.13   6.2e-19   67.3  53.8     7e-06   25.8   3.0  10.6   5   4   7  13  13  10   6 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000004F_037.ver1.0.g044670.t01 -          LRR_4                PF12799.13   8.1e-19   66.9  23.3   0.00031   20.6   0.3   6.4   3   2   2   7   7   6   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000316F.ver1.0.g593450.t01      -          LRR_4                PF12799.13   9.1e-19   66.7  35.0    0.0041   17.0   0.1   7.9   4   1   5   9   9   9   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513550.t01      -          LRR_4                PF12799.13   1.2e-18   66.4  44.2     2e-06   27.5   1.9   9.2   8   1   1   9   9   6   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_038.ver1.0.g151390.t01 -          LRR_4                PF12799.13   2.2e-18   65.5  66.2   0.00012   21.9   1.2  11.6   7   1   4  13  13   9   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428420.t01      -          LRR_4                PF12799.13   2.2e-18   65.5  40.6   1.3e-05   24.9   2.6   7.2   2   2   6   9   9   8   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000117F.ver1.0.g508130.t01      -          LRR_4                PF12799.13   2.5e-18   65.4  79.9   0.00012   21.8   0.4  15.1   8   5   9  19  19  11   8 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000043F_036.ver1.0.g151160.t01 -          LRR_4                PF12799.13   2.5e-18   65.3  67.0   0.00012   21.9   1.2  11.6   7   1   4  13  13   9   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075970.t01 -          LRR_4                PF12799.13   2.9e-18   65.2  26.3   2.6e-05   24.0   3.1   6.7   4   2   2   6   6   6   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355760.t01      -          LRR_4                PF12799.13   3.7e-18   64.8  70.8   0.00025   20.9   0.5  10.8   6   4   6  14  14  10   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000021F_018.ver1.0.g106410.t01 -          LRR_4                PF12799.13   4.7e-18   64.5  70.8     0.002   18.0   5.4  13.5  10   4   5  15  15  11   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000066F.ver1.0.g448790.t01      -          LRR_4                PF12799.13   7.2e-18   63.9  55.6    0.0085   16.0   0.4  11.3   3   2   9  15  15  11   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000282F_007.ver1.0.g246560.t01 -          LRR_4                PF12799.13     1e-17   63.4  44.8   0.00059   19.7   1.9  10.7   6   2   4  12  12   9   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t01      -          LRR_4                PF12799.13   2.2e-17   62.4  29.9   2.4e-05   24.1   4.4   5.9   1   1   6   8   8   8   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000098F.ver1.0.g486680.t01      -          LRR_4                PF12799.13   2.2e-17   62.3  58.6   0.00018   21.3   0.0   9.7   2   2   8  12  12  10   6 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198660.t01 -          LRR_4                PF12799.13   2.4e-17   62.3  69.1   0.00029   20.7   1.8  13.9   7   4   7  15  15   8   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000080F.ver1.0.g462260.t01      -          LRR_4                PF12799.13   2.9e-17   62.0  36.2    0.0023   17.8   0.5  10.0   6   2   5  11  11   9   6 | SP
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416060.t01      -          LRR_4                PF12799.13   3.3e-17   61.8  24.4   3.9e-05   23.4   0.0   7.6   4   3   7  11  11   8   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000139F_001.ver1.0.g227550.t01 -          LRR_4                PF12799.13   3.9e-17   61.6  20.5   1.1e-07   31.5   2.8   7.1   6   2   2   8   8   4   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000139F.ver1.0.g527000.t01      -          LRR_4                PF12799.13   3.9e-17   61.6  20.5   1.1e-07   31.5   2.8   7.1   6   2   2   8   8   4   3 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000000F_028.ver1.0.g003800.t01 -          LRR_4                PF12799.13   4.2e-17   61.5  35.8   4.2e-06   26.5   1.6   6.0   5   1   1   6   6   5   4 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200850.t01 -          LRR_4                PF12799.13   5.7e-17   61.0  60.6    0.0003   20.6   4.5   8.8   3   3   6  10  10   8   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t03      -          LRR_4                PF12799.13   6.4e-17   60.9  29.3   3.4e-05   23.6   4.5   5.8   1   1   6   8   8   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t02      -          LRR_4                PF12799.13   7.6e-17   60.6  29.4   3.2e-05   23.7   4.4   5.8   1   1   6   8   8   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_032.ver1.0.g136520.t01 -          LRR_4                PF12799.13   7.9e-17   60.6  58.5   0.00038   20.3   2.8   9.0   6   2   5  11  11  10   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513530.t01      -          LRR_4                PF12799.13   8.6e-17   60.5  42.0   2.1e-06   27.5   1.9   9.6   7   2   3  10  10   6   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513530.t02      -          LRR_4                PF12799.13   8.6e-17   60.5  42.0   2.1e-06   27.5   1.9   9.6   7   2   3  10  10   6   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t06 -          LRR_4                PF12799.13   9.6e-17   60.3  25.7   9.3e-06   25.4   1.3   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t07 -          LRR_4                PF12799.13   9.6e-17   60.3  25.7   9.3e-06   25.4   1.3   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t02 -          LRR_4                PF12799.13   9.8e-17   60.3  53.6    0.0083   16.0   3.9  10.6   5   2   8  13  13  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554800.t01      -          LRR_4                PF12799.13   1.4e-16   59.8  39.0   0.00074   19.4   1.3   7.6   5   1   0   7   7   5   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547460.t01      -          LRR_4                PF12799.13   1.5e-16   59.7  41.1   3.5e-05   23.6   1.2   8.6   8   1   1   9   9   5   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_005.ver1.0.g216980.t01 -          LRR_4                PF12799.13   1.6e-16   59.7  61.3   0.00061   19.6   0.9  11.2  11   2   1  12  12   7   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513470.t01      -          LRR_4                PF12799.13   1.6e-16   59.6  51.8    0.0001   22.1   0.7  12.1   7   3   7  14  14   7   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t01      -          LRR_4                PF12799.13   1.6e-16   59.6  53.7     0.009   15.9   4.1  10.6   5   2   8  13  13  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451340.t01      -          LRR_4                PF12799.13   2.1e-16   59.2  58.5     0.011   15.6   0.9   8.7   5   2   5  10  10   9   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158110.t01 -          LRR_4                PF12799.13   2.6e-16   58.9  63.4     9e-05   22.3   2.2   9.6   4   2   9  13  13  10   7 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t01 -          LRR_4                PF12799.13   2.7e-16   58.9  25.9   1.1e-05   25.2   1.3   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t02 -          LRR_4                PF12799.13   2.7e-16   58.9  25.9   1.1e-05   25.2   1.3   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t03 -          LRR_4                PF12799.13   2.7e-16   58.9  25.9   1.1e-05   25.2   1.3   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t05 -          LRR_4                PF12799.13   2.7e-16   58.9  25.9   1.1e-05   25.2   1.3   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g336110.t01      -          LRR_4                PF12799.13     3e-16   58.8  22.5   4.2e-05   23.3   0.9   6.2   3   2   3   7   7   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000135F.ver1.0.g524140.t01      -          LRR_4                PF12799.13     4e-16   58.4  48.1   0.00027   20.8   0.3   8.9   3   2   8  11  11   7   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337140.t01      -          LRR_4                PF12799.13   6.2e-16   57.7  26.5   0.00018   21.3   0.4   7.9   5   2   4   9   9   7   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g302190.t02      -          LRR_4                PF12799.13   9.2e-16   57.2  50.1   0.00094   19.0   3.9   8.6   4   1   5  11  11   6   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312700.t01      -          LRR_4                PF12799.13   9.6e-16   57.1  24.3   1.8e-05   24.5   0.8   6.4   2   1   6   9   9   7   5 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000067F_012.ver1.0.g178820.t01 -          LRR_4                PF12799.13   1.2e-15   56.9  34.3   0.00069   19.5   0.3   7.5   5   2   4   9   9   8   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000130F_007.ver1.0.g224180.t01 -          LRR_4                PF12799.13   1.3e-15   56.8  37.8    0.0013   18.6   0.0  10.6   8   1   0   9   9   5   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554710.t01      -          LRR_4                PF12799.13   1.3e-15   56.7  43.1   0.00042   20.1   0.5   8.1   6   1   2   8   8   6   5 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t01 -          LRR_4                PF12799.13   1.3e-15   56.7  54.2     0.011   15.6   4.1  10.5   5   2   8  13  13  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t06      -          LRR_4                PF12799.13   1.4e-15   56.6  28.4   2.3e-05   24.2   1.9   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000396F.ver1.0.g604690.t01      -          LRR_4                PF12799.13   1.5e-15   56.5  33.9   2.8e-07   30.2   3.9   8.8   8   2   2  11  11   5   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t07      -          LRR_4                PF12799.13   1.6e-15   56.5  28.5   2.3e-05   24.1   1.9   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t04 -          LRR_4                PF12799.13   1.6e-15   56.4  26.8   1.5e-05   24.8   1.7   6.0   3   2   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115420.t02 -          LRR_4                PF12799.13   1.7e-15   56.4  32.7   0.00062   19.6   0.9   8.1   8   1   0   8   8   5   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t02      -          LRR_4                PF12799.13   1.9e-15   56.2  54.1     0.012   15.5   4.1  10.5   5   2   8  13  13  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547520.t01      -          LRR_4                PF12799.13   2.5e-15   55.8  37.4   0.00033   20.5   1.0   7.1   7   0   0   7   7   5   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219700.t01 -          LRR_4                PF12799.13   2.7e-15   55.7  36.7   0.00093   19.1   2.0   7.0   1   1   7   9   9   9   7 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065770.t01 -          LRR_4                PF12799.13   2.8e-15   55.7  25.3   2.2e-05   24.2   0.8   6.3   2   1   6   9   9   8   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t01      -          LRR_4                PF12799.13   3.1e-15   55.5  28.3   2.8e-05   23.9   1.9   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t02      -          LRR_4                PF12799.13   3.1e-15   55.5  28.3   2.8e-05   23.9   1.9   6.0   4   1   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t03      -          LRR_4                PF12799.13   3.1e-15   55.5  28.3   2.8e-05   23.9   1.9   6.0   4   1   0   5   5   4   4 | SP+TM
