#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321910.t01      -          LRR_6                PF13516.12   2.1e-17   61.4  43.4      0.35   10.7   0.1  17.9  18   0   0  18  18   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513460.t01      -          LRR_6                PF13516.12   2.3e-05   23.8  42.8      0.17   11.7   0.2  12.3  13   0   0  13  13   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_011.ver1.0.g217200.t01 -          LRR_6                PF13516.12   2.3e-05   23.8  42.8      0.17   11.7   0.2  12.3  13   0   0  13  13   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t01      -          LRR_6                PF13516.12   2.5e-05   23.7  67.8      0.18   11.6   0.0  16.1  18   0   0  18  18   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g300510.t01      -          LRR_6                PF13516.12   2.6e-05   23.6  43.1       1.1    9.2   0.8  13.5  14   0   0  14  14   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g510020.t02      -          LRR_6                PF13516.12   2.7e-05   23.6   4.3      0.09   12.6   0.1   5.6   5   0   0   5   5   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000218F.ver1.0.g570310.t01      -          LRR_6                PF13516.12   2.7e-05   23.6  91.5      0.13   12.1   0.0  24.2  28   0   0  28  28   5   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000049F.ver1.0.g424770.t01      -          LRR_6                PF13516.12   2.7e-05   23.6 110.8      0.26   11.1   0.0  22.8  28   0   0  28  28   7   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515090.t01      -          LRR_6                PF13516.12   2.8e-05   23.5 107.2      0.12   12.1   0.2  24.2  27   0   0  27  27   7   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g369640.t01      -          LRR_6                PF13516.12     3e-05   23.4  47.9      0.31   10.9   0.3  12.3  14   0   0  14  14   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_011.ver1.0.g112160.t01 -          LRR_6                PF13516.12     3e-05   23.4  11.8      0.98    9.3   0.0   7.5   8   0   0   8   8   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496080.t01      -          LRR_6                PF13516.12     3e-05   23.4  61.6       1.5    8.8   0.0  15.3  16   0   0  16  16   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337120.t01      -          LRR_6                PF13516.12   3.1e-05   23.4  74.6         1    9.3   0.2  20.7  23   0   0  23  23   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000095F.ver1.0.g483580.t01      -          LRR_6                PF13516.12   3.1e-05   23.4  57.6       2.1    8.3   0.1  17.2  19   0   0  19  19   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t01      -          LRR_6                PF13516.12   3.1e-05   23.4   0.3         9    6.3   0.1   5.5   5   0   0   5   5   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513480.t02      -          LRR_6                PF13516.12   3.2e-05   23.3  26.9       1.5    8.8   0.5   9.9  11   0   0  11  11   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564690.t01      -          LRR_6                PF13516.12   3.2e-05   23.3  12.0      0.56   10.1   0.3   4.7   4   0   0   4   4   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552840.t01      -          LRR_6                PF13516.12   3.2e-05   23.3 107.0       4.2    7.4   0.0  27.0  31   0   0  31  31   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337150.t01      -          LRR_6                PF13516.12   3.5e-05   23.2  51.9      0.26   11.1   1.1  15.0  17   0   0  17  17   3   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_049.ver1.0.g027470.t01 -          LRR_6                PF13516.12   3.6e-05   23.2  29.9     0.072   12.9   0.1  10.7  11   0   0  11  11   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g325920.t01      -          LRR_6                PF13516.12   3.8e-05   23.1   7.5       1.3    9.0   0.1   5.9   6   0   0   6   6   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g306320.t01      -          LRR_6                PF13516.12     4e-05   23.0   0.2       3.5    7.6   0.0   4.9   4   0   0   4   4   2   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000229F.ver1.0.g574090.t01      -          LRR_6                PF13516.12   4.1e-05   23.0 123.0       1.6    8.6   0.2  29.1  34   1   1  35  35   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t01      -          LRR_6                PF13516.12   4.1e-05   23.0  67.1      0.47   10.3   0.0  16.1  18   0   0  18  18   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g382670.t01      -          LRR_6                PF13516.12   4.2e-05   23.0 101.7      0.69    9.8   0.8  23.2  27   0   0  27  27   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000119F_006.ver1.0.g216370.t02 -          LRR_6                PF13516.12   4.2e-05   23.0   4.3       0.1   12.4   0.1   5.5   5   0   0   5   5   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000119F_006.ver1.0.g216370.t01 -          LRR_6                PF13516.12   4.3e-05   23.0   4.3       0.1   12.4   0.1   5.6   5   0   0   5   5   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g510120.t01      -          LRR_6                PF13516.12   4.3e-05   23.0   3.7      0.66    9.9   0.1   5.4   5   0   0   5   5   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g280070.t01      -          LRR_6                PF13516.12   4.4e-05   22.9  28.9      0.68    9.8   0.1  10.9  11   0   0  11  11   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000294F.ver1.0.g589160.t01      -          LRR_6                PF13516.12   4.4e-05   22.9   3.7      0.66    9.9   0.1   5.4   5   0   0   5   5   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g329080.t01      -          LRR_6                PF13516.12   4.7e-05   22.8 103.6      0.29   11.0   0.1  23.5  26   1   1  27  27   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000072F.ver1.0.g453920.t01      -          LRR_6                PF13516.12   5.5e-05   22.6  11.9      0.52   10.2   0.4   5.8   5   0   0   5   5   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513530.t01      -          LRR_6                PF13516.12   5.6e-05   22.6  21.5       2.8    7.9   0.0   8.8   9   0   0   9   9   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513530.t02      -          LRR_6                PF13516.12   5.6e-05   22.6  21.5       2.8    7.9   0.0   8.8   9   0   0   9   9   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554800.t01      -          LRR_6                PF13516.12   5.6e-05   22.6  22.9       2.1    8.3   0.1   8.8   8   0   0   8   8   2   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000073F_006.ver1.0.g181270.t01 -          LRR_6                PF13516.12   5.7e-05   22.5 117.0         1    9.3   0.0  23.6  27   0   0  27  27  11   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000039F.ver1.0.g409600.t01      -          LRR_6                PF13516.12   5.9e-05   22.5  69.1      0.99    9.3   0.1  16.4  19   0   0  19  19   6   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t03      -          LRR_6                PF13516.12   6.3e-05   22.4  61.7      0.45   10.4   0.6  14.4  16   0   0  16  16   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g300510.t02      -          LRR_6                PF13516.12   6.8e-05   22.3  43.1       1.1    9.1   0.8  13.5  14   0   0  14  14   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g510160.t01      -          LRR_6                PF13516.12   6.9e-05   22.3   4.3      0.54   10.1   0.1   5.3   5   0   0   5   5   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371420.t01      -          LRR_6                PF13516.12   7.1e-05   22.3   1.8     0.094   12.5   0.0   5.2   6   0   0   6   6   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088160.t01 -          LRR_6                PF13516.12     9e-05   21.9  51.5       2.7    7.9   0.3  14.3  16   0   0  16  16   4   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552780.t01      -          LRR_6                PF13516.12   9.5e-05   21.9   7.3       1.2    9.1   0.1   4.5   4   0   0   4   4   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t02      -          LRR_6                PF13516.12    0.0001   21.8  62.2      0.52   10.2   0.6  14.5  16   0   0  16  16   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547750.t01      -          LRR_6                PF13516.12    0.0001   21.7  70.6      0.17   11.7   0.0  15.4  17   0   0  17  17   4   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000264F.ver1.0.g583010.t01      -          LRR_6                PF13516.12   0.00011   21.7  88.7       1.2    9.1   0.1  23.0  28   0   0  28  28   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208880.t01 -          LRR_6                PF13516.12   0.00011   21.7  72.2      0.36   10.7   0.2  18.5  23   0   0  23  23   4   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403320.t01      -          LRR_6                PF13516.12   0.00011   21.7  84.3     0.084   12.7   0.2  20.0  24   0   0  24  24   6   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000164F.ver1.0.g544140.t02      -          LRR_6                PF13516.12   0.00012   21.6  53.9      0.86    9.5   0.4  15.0  19   0   0  19  19   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391180.t01      -          LRR_6                PF13516.12   0.00012   21.5   7.7      0.14   12.0   0.4   4.7   5   0   0   5   5   2   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131380.t02 -          LRR_6                PF13516.12   0.00013   21.4  72.4      0.21   11.4   0.1  14.0  15   0   0  15  15   5   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219810.t01 -          LRR_6                PF13516.12   0.00013   21.4  77.3      0.45   10.4   0.1  15.3  17   1   0  17  17   9   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547430.t01      -          LRR_6                PF13516.12   0.00014   21.4  84.9     0.042   13.6   0.0  19.1  23   0   0  23  23   6   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000037F_017.ver1.0.g140930.t01 -          LRR_6                PF13516.12   0.00016   21.2  24.9      0.99    9.3   0.0   9.5  11   0   0  11  11   2   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g404470.t01      -          LRR_6                PF13516.12   0.00016   21.2  24.9      0.99    9.3   0.0   9.5  11   0   0  11  11   2   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000164F_005.ver1.0.g236130.t01 -          LRR_6                PF13516.12   0.00016   21.2  53.9      0.87    9.5   0.4  15.0  19   0   0  19  19   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_036.ver1.0.g116780.t01 -          LRR_6                PF13516.12   0.00016   21.1  48.4      0.33   10.8   0.3  12.2  14   0   0  14  14   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000096F.ver1.0.g485570.t01      -          LRR_6                PF13516.12   0.00017   21.1 165.9      0.94    9.4   0.8  30.6  34   0   0  34  34  11   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g268690.t01      -          LRR_6                PF13516.12   0.00017   21.0  18.9      0.16   11.8   0.5   5.9   6   0   0   6   6   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146100.t01 -          LRR_6                PF13516.12   0.00019   20.9  84.0      0.35   10.7   0.4  19.6  22   0   0  22  22   7   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g411810.t01      -          LRR_6                PF13516.12   0.00019   20.9  84.0      0.35   10.7   0.4  19.6  22   0   0  22  22   7   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391100.t01      -          LRR_6                PF13516.12   0.00019   20.9   4.7      0.71    9.8   0.1   3.6   3   0   0   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515640.t01      -          LRR_6                PF13516.12    0.0002   20.8  86.0      0.12   12.1   0.2  20.9  24   1   0  24  24   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000218F.ver1.0.g570450.t01      -          LRR_6                PF13516.12   0.00021   20.8 171.0      0.64    9.9   0.0  34.4  41   0   0  41  41  11   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000226F.ver1.0.g573300.t01      -          LRR_6                PF13516.12   0.00021   20.8   7.7       2.3    8.2   0.2   4.8   4   0   0   4   4   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000214F.ver1.0.g568560.t01      -          LRR_6                PF13516.12   0.00022   20.7   7.7       2.3    8.2   0.2   4.8   4   0   0   4   4   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554760.t01      -          LRR_6                PF13516.12   0.00023   20.7  19.1      0.74    9.7   0.2   7.1   7   0   0   7   7   3   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g500700.t01      -          LRR_6                PF13516.12   0.00024   20.6   0.3        21    5.2   0.0   5.1   4   0   0   4   4   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391070.t01      -          LRR_6                PF13516.12   0.00024   20.6   6.0      0.35   10.7   0.1   3.6   3   0   0   3   3   2   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495980.t01      -          LRR_6                PF13516.12   0.00026   20.5  97.9       2.7    8.0   0.0  24.7  30   0   0  30  30   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000282F.ver1.0.g586870.t01      -          LRR_6                PF13516.12   0.00027   20.4  36.6       1.7    8.6   0.0  10.5  11   0   0  11  11   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391260.t01      -          LRR_6                PF13516.12   0.00028   20.4   6.5      0.44   10.4   0.1   3.7   3   0   0   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198660.t01 -          LRR_6                PF13516.12   0.00028   20.4  58.9       1.2    9.1   0.0  17.4  20   0   0  20  20   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516570.t01      -          LRR_6                PF13516.12   0.00035   20.1  34.9      0.21   11.4   0.5  10.5  12   0   0  12  12   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t01 -          LRR_6                PF13516.12   0.00036   20.1  34.9      0.21   11.4   0.5  10.5  12   0   0  12  12   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t02 -          LRR_6                PF13516.12   0.00036   20.1  34.9      0.21   11.4   0.5  10.5  12   0   0  12  12   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t03 -          LRR_6                PF13516.12   0.00036   20.1  34.9      0.21   11.4   0.5  10.5  12   0   0  12  12   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554710.t01      -          LRR_6                PF13516.12   0.00036   20.1  27.7       1.1    9.1   0.1   8.9   9   0   0   9   9   3   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000003F_061.ver1.0.g041840.t01 -          LRR_6                PF13516.12   0.00036   20.1   0.3       7.9    6.5   0.0   4.4   4   0   0   4   4   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g286040.t01      -          LRR_6                PF13516.12   0.00036   20.1   0.3       7.9    6.5   0.0   4.4   4   0   0   4   4   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386230.t01      -          LRR_6                PF13516.12   0.00038   20.0   8.2       2.7    7.9   0.0   4.7   4   0   0   4   4   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000269F.ver1.0.g584140.t01      -          LRR_6                PF13516.12   0.00039   20.0  84.4      0.61   10.0   0.5  18.3  22   0   0  22  22   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t02 -          LRR_6                PF13516.12    0.0004   19.9   8.2       2.7    7.9   0.0   4.6   4   0   0   4   4   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t02      -          LRR_6                PF13516.12    0.0004   19.9  27.2       6.5    6.8   0.0   9.9  10   0   0  10  10   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131380.t01 -          LRR_6                PF13516.12    0.0004   19.9  72.5      0.23   11.3   0.1  14.0  15   0   0  15  15   5   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000072F_002.ver1.0.g180380.t01 -          LRR_6                PF13516.12   0.00045   19.8  21.1      0.54   10.1   0.4   7.0   6   0   0   6   6   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t01      -          LRR_6                PF13516.12   0.00045   19.8  62.1      0.52   10.2   0.6  14.3  16   0   0  16  16   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g050440.t01 -          LRR_6                PF13516.12   0.00045   19.7  20.5       1.6    8.7   0.5   7.9   9   0   0   9   9   3   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000197F.ver1.0.g561060.t01      -          LRR_6                PF13516.12   0.00046   19.7  82.0      0.12   12.2   0.1  20.4  22   0   0  22  22   4   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_037.ver1.0.g044670.t01 -          LRR_6                PF13516.12   0.00046   19.7  20.5       1.6    8.7   0.5   7.9   9   0   0   9   9   3   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592610.t01      -          LRR_6                PF13516.12   0.00047   19.7  62.8      0.65    9.9   0.6  14.6  16   0   0  16  16   4   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515050.t01      -          LRR_6                PF13516.12   0.00047   19.7  86.7      0.74    9.7   0.5  20.9  24   0   0  24  24   4   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428680.t01      -          LRR_6                PF13516.12   0.00047   19.7   8.2      0.87    9.5   0.5   6.1   5   0   0   5   5   1   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t03 -          LRR_6                PF13516.12    0.0005   19.6  11.3         2    8.4   0.0   5.1   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204840.t01 -          LRR_6                PF13516.12   0.00051   19.6   0.1       8.9    6.3   0.0   4.7   4   0   0   4   4   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000102F.ver1.0.g492100.t01      -          LRR_6                PF13516.12   0.00051   19.6   0.1       8.9    6.3   0.0   4.7   4   0   0   4   4   1   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425940.t01      -          LRR_6                PF13516.12   0.00051   19.6  88.1      0.11   12.2   0.1  22.5  26   0   0  26  26   4   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515630.t01      -          LRR_6                PF13516.12   0.00051   19.6  99.4      0.13   12.1   0.2  22.3  26   0   0  26  26   8   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208720.t01 -          LRR_6                PF13516.12   0.00052   19.6  43.7      0.68    9.8   0.3  13.5  17   0   0  17  17   4   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000218F.ver1.0.g570420.t01      -          LRR_6                PF13516.12   0.00052   19.6  88.9       2.7    8.0   0.4  23.1  25   1   1  26  26   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088330.t01 -          LRR_6                PF13516.12   0.00053   19.5  87.6         1    9.3   0.2  22.3  25   0   0  25  25   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g267110.t01      -          LRR_6                PF13516.12    0.0006   19.4  14.0       1.3    8.9   0.3   5.6   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204770.t01 -          LRR_6                PF13516.12   0.00065   19.3  91.4       1.1    9.2   0.2  19.8  23   0   0  23  23   6   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200840.t01 -          LRR_6                PF13516.12   0.00065   19.2  29.8     0.036   13.8   0.1   7.3   7   0   0   7   7   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t01 -          LRR_6                PF13516.12   0.00066   19.2   8.2       3.1    7.8   0.0   4.6   4   0   0   4   4   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t01      -          LRR_6                PF13516.12   0.00073   19.1  22.7       8.3    6.4   0.1   7.7   8   0   0   8   8   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g464630.t01      -          LRR_6                PF13516.12   0.00074   19.1  16.6         1    9.3   0.1   6.5   6   1   1   7   7   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337300.t01      -          LRR_6                PF13516.12   0.00088   18.8  85.2       1.1    9.2   0.1  20.9  23   0   0  23  23   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t02 -          LRR_6                PF13516.12   0.00089   18.8  27.7       6.5    6.8   0.0   9.8  10   0   0  10  10   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g326130.t01      -          LRR_6                PF13516.12    0.0009   18.8  30.6      0.89    9.5   0.0  10.1  13   0   0  13  13   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219060.t01 -          LRR_6                PF13516.12   0.00094   18.8  80.7       1.9    8.5   0.3  17.6  22   0   0  22  22   7   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232710.t01 -          LRR_6                PF13516.12   0.00095   18.7  54.2      0.37   10.7   0.9  13.2  13   0   0  13  13   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000219F_001.ver1.0.g243140.t01 -          LRR_6                PF13516.12   0.00096   18.7  45.9       2.2    8.3   0.0  12.5  13   0   0  13  13   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416060.t01      -          LRR_6                PF13516.12   0.00099   18.7  25.7       5.2    7.1   0.1  10.4  11   0   0  11  11   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355740.t01      -          LRR_6                PF13516.12     0.001   18.7   0.1     0.001   18.7   0.1  28.0  36   0   0  36  36   5   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115350.t01 -          LRR_6                PF13516.12     0.001   18.7   6.4         2    8.3   0.0   6.0   6   0   0   6   6   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_016.ver1.0.g161440.t01 -          LRR_6                PF13516.12     0.001   18.6   3.8        29    4.7   0.0   5.0   5   0   0   5   5   0   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000394F_005.ver1.0.g250030.t01 -          LRR_6                PF13516.12     0.001   18.6  15.0         1    9.3   0.5   5.8   6   0   0   6   6   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t02      -          LRR_6                PF13516.12    0.0011   18.6  11.4       4.7    7.2   0.1   5.3   5   0   0   5   5   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391160.t01      -          LRR_6                PF13516.12    0.0011   18.5   8.5      0.54   10.1   0.3   4.3   4   0   0   4   4   2   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000219F.ver1.0.g570920.t01      -          LRR_6                PF13516.12    0.0011   18.5  43.5       2.2    8.3   0.0  12.1  12   0   0  12  12   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_028.ver1.0.g157970.t01 -          LRR_6                PF13516.12    0.0011   18.5  60.9       2.1    8.3   0.2  14.7  16   0   0  16  16   6   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376470.t01      -          LRR_6                PF13516.12    0.0011   18.5   5.8       1.8    8.5   0.0   4.5   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t03      -          LRR_6                PF13516.12    0.0012   18.5  13.5        12    5.9   0.4   7.5   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t03 -          LRR_6                PF13516.12    0.0012   18.5  13.5        12    5.9   0.4   7.5   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_021.ver1.0.g078700.t01 -          LRR_6                PF13516.12    0.0012   18.4   7.0       3.5    7.6   0.0   5.5   5   0   0   5   5   2   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t01 -          LRR_6                PF13516.12    0.0013   18.3  62.6       1.4    8.9   0.1  17.2  21   0   0  21  21   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t02 -          LRR_6                PF13516.12    0.0013   18.3  65.1       1.2    9.0   0.1  17.5  22   0   0  22  22   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000139F_001.ver1.0.g227550.t01 -          LRR_6                PF13516.12    0.0014   18.3  13.6      0.33   10.8   0.7   6.5   7   0   0   7   7   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000139F.ver1.0.g527000.t01      -          LRR_6                PF13516.12    0.0014   18.3  13.6      0.33   10.8   0.7   6.5   7   0   0   7   7   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391170.t01      -          LRR_6                PF13516.12    0.0014   18.2   7.9      0.61   10.0   0.3   4.1   4   0   0   4   4   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000407F.ver1.0.g605790.t01      -          LRR_6                PF13516.12    0.0014   18.2   8.1      0.14   12.0   0.1   4.9   4   0   0   4   4   1   1 | SP+TM
