#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000123F_011.ver1.0.g217250.t01 -          Pkinase              PF00069.31  2.4e-195  642.7  10.3   1.8e-49  164.5   0.2   6.2   4   2   2   6   6   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t03 -          Pkinase              PF00069.31   2.2e-44  147.8   0.0   3.1e-44  147.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000294F.ver1.0.g589160.t01      -          Pkinase              PF00069.31   2.2e-44  147.8   0.0   3.4e-44  147.2   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t03      -          Pkinase              PF00069.31   2.2e-44  147.8   0.0   3.2e-44  147.3   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t04 -          Pkinase              PF00069.31   2.2e-44  147.8   0.0   3.2e-44  147.3   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131370.t01 -          Pkinase              PF00069.31   2.4e-44  147.7   0.1   3.7e-44  147.1   0.1   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t04      -          Pkinase              PF00069.31   2.5e-44  147.6   0.0   3.5e-44  147.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t02 -          Pkinase              PF00069.31   2.5e-44  147.6   0.0   3.5e-44  147.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t02      -          Pkinase              PF00069.31   3.5e-44  147.2   0.0   5.1e-44  146.6   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t02      -          Pkinase              PF00069.31   3.5e-44  147.2   0.0   5.1e-44  146.6   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219860.t01 -          Pkinase              PF00069.31   3.6e-44  147.1   0.0   5.6e-44  146.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000066F.ver1.0.g448790.t01      -          Pkinase              PF00069.31   3.7e-44  147.1   0.0   5.8e-44  146.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t01      -          Pkinase              PF00069.31   3.7e-44  147.1   0.0   5.5e-44  146.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t01      -          Pkinase              PF00069.31   3.7e-44  147.1   0.0   5.5e-44  146.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000475F.ver1.0.g612460.t01      -          Pkinase              PF00069.31   3.9e-44  147.0   0.0     6e-44  146.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000054F_003.ver1.0.g163900.t01 -          Pkinase              PF00069.31   4.1e-44  147.0   0.0   5.5e-44  146.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000054F_003.ver1.0.g163900.t02 -          Pkinase              PF00069.31   4.1e-44  147.0   0.0   5.5e-44  146.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000294F.ver1.0.g589190.t01      -          Pkinase              PF00069.31   4.1e-44  146.9   0.0   6.1e-44  146.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t01      -          Pkinase              PF00069.31   5.1e-44  146.6   0.0   8.2e-44  146.0   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135980.t01 -          Pkinase              PF00069.31   5.9e-44  146.4   0.0   8.4e-44  145.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399670.t01      -          Pkinase              PF00069.31   5.9e-44  146.4   0.0   8.4e-44  145.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g074910.t01 -          Pkinase              PF00069.31   6.5e-44  146.3   0.0     1e-43  145.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426170.t01      -          Pkinase              PF00069.31   1.1e-43  145.5   0.0   1.6e-43  145.0   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000079F_014.ver1.0.g183450.t02 -          Pkinase              PF00069.31   1.2e-43  145.5   0.0   2.4e-34  114.9   0.0   2.1   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t01 -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t02 -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t03 -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t04 -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t01      -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t02      -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t03      -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t04      -          Pkinase              PF00069.31   1.2e-43  145.4   0.0   1.8e-43  144.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000079F_014.ver1.0.g183450.t01 -          Pkinase              PF00069.31   1.3e-43  145.3   0.0   3.8e-34  114.3   0.0   2.2   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000079F.ver1.0.g460560.t01      -          Pkinase              PF00069.31   1.4e-43  145.1   0.0   1.8e-43  144.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000079F.ver1.0.g460560.t03      -          Pkinase              PF00069.31   1.4e-43  145.1   0.0   1.8e-43  144.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341640.t01      -          Pkinase              PF00069.31   1.7e-43  144.9   0.0   2.2e-43  144.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000079F.ver1.0.g460600.t01      -          Pkinase              PF00069.31   1.7e-43  144.9   0.0   2.2e-43  144.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_036.ver1.0.g151160.t01 -          Pkinase              PF00069.31   1.8e-43  144.8   0.0   2.6e-43  144.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_038.ver1.0.g151390.t01 -          Pkinase              PF00069.31   1.8e-43  144.8   0.0   2.6e-43  144.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450030.t01      -          Pkinase              PF00069.31   2.1e-43  144.6   0.0     3e-43  144.1   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t01      -          Pkinase              PF00069.31   2.1e-43  144.6   0.0   2.9e-43  144.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t02      -          Pkinase              PF00069.31   2.1e-43  144.6   0.0   2.9e-43  144.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t03      -          Pkinase              PF00069.31   2.1e-43  144.6   0.0   2.9e-43  144.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t01 -          Pkinase              PF00069.31   2.1e-43  144.6   0.0   2.9e-43  144.2   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t01      -          Pkinase              PF00069.31   2.2e-43  144.6   0.1   3.1e-43  144.1   0.1   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t03      -          Pkinase              PF00069.31   2.2e-43  144.6   0.1   3.1e-43  144.1   0.1   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g385120.t01      -          Pkinase              PF00069.31   2.2e-43  144.5   0.0   2.9e-43  144.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g510160.t01      -          Pkinase              PF00069.31   2.3e-43  144.5   0.0   3.3e-43  144.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t04 -          Pkinase              PF00069.31   2.8e-43  144.2   0.0   3.7e-43  143.8   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428010.t02      -          Pkinase              PF00069.31   3.5e-43  143.9   0.0   5.4e-43  143.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_015.ver1.0.g161310.t02 -          Pkinase              PF00069.31   3.5e-43  143.9   0.0   5.4e-43  143.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450010.t01      -          Pkinase              PF00069.31   3.6e-43  143.8   0.0   5.4e-43  143.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g336110.t01      -          Pkinase              PF00069.31   3.7e-43  143.8   0.0     5e-43  143.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000067F_012.ver1.0.g178830.t01 -          Pkinase              PF00069.31   3.7e-43  143.8   0.0   5.5e-43  143.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330720.t01      -          Pkinase              PF00069.31   3.8e-43  143.8   0.0   4.9e-43  143.4   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000035F_027.ver1.0.g137670.t04 -          Pkinase              PF00069.31   3.8e-43  143.8   0.0   6.3e-43  143.1   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000035F.ver1.0.g401220.t04      -          Pkinase              PF00069.31   3.8e-43  143.8   0.0   6.3e-43  143.1   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t01 -          Pkinase              PF00069.31     4e-43  143.7   0.0   5.5e-43  143.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t02 -          Pkinase              PF00069.31     4e-43  143.7   0.0   5.5e-43  143.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t03 -          Pkinase              PF00069.31     4e-43  143.7   0.0   5.5e-43  143.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428010.t01      -          Pkinase              PF00069.31   4.2e-43  143.6   0.0   6.5e-43  143.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_015.ver1.0.g161310.t01 -          Pkinase              PF00069.31   4.2e-43  143.6   0.0   6.5e-43  143.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082610.t02 -          Pkinase              PF00069.31   7.3e-43  142.8   0.0   9.5e-43  142.5   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g374240.t01      -          Pkinase              PF00069.31   7.5e-43  142.8   0.0     1e-42  142.4   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g460210.t01      -          Pkinase              PF00069.31   9.3e-43  142.5   0.0   1.2e-42  142.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082610.t01 -          Pkinase              PF00069.31   1.1e-42  142.3   0.0   1.5e-42  141.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000086F.ver1.0.g472190.t01      -          Pkinase              PF00069.31   1.1e-42  142.2   0.0   1.5e-42  141.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000187F.ver1.0.g556410.t01      -          Pkinase              PF00069.31   1.1e-42  142.2   0.0   1.5e-42  141.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416780.t01      -          Pkinase              PF00069.31   1.1e-42  142.2   0.0   1.6e-42  141.7   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151690.t01 -          Pkinase              PF00069.31   1.1e-42  142.2   0.0   1.6e-42  141.7   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497860.t01      -          Pkinase              PF00069.31   1.2e-42  142.2   0.0   1.8e-42  141.5   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341650.t01      -          Pkinase              PF00069.31   1.2e-42  142.1   0.0   1.6e-42  141.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341650.t02      -          Pkinase              PF00069.31   1.2e-42  142.1   0.0   1.6e-42  141.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160440.t01 -          Pkinase              PF00069.31   1.2e-42  142.1   0.0   1.8e-42  141.5   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000103F.ver1.0.g492740.t01      -          Pkinase              PF00069.31   1.8e-42  141.5   0.0   2.8e-42  140.9   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000093F.ver1.0.g481200.t01      -          Pkinase              PF00069.31     2e-42  141.4   0.0   2.9e-42  140.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425970.t01      -          Pkinase              PF00069.31   2.1e-42  141.4   0.0     3e-42  140.8   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g300510.t01      -          Pkinase              PF00069.31   2.3e-42  141.2   0.0   3.2e-42  140.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g300510.t02      -          Pkinase              PF00069.31   2.5e-42  141.1   0.0   3.6e-42  140.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t03 -          Pkinase              PF00069.31   3.5e-42  140.6   0.0     5e-42  140.1   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g319920.t01      -          Pkinase              PF00069.31   3.6e-42  140.6   0.0   1.3e-39  132.1   0.0   2.3   2   0   0   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466110.t02      -          Pkinase              PF00069.31     4e-42  140.4   0.0   5.8e-42  139.9   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386230.t01      -          Pkinase              PF00069.31   4.2e-42  140.3   0.0   5.8e-42  139.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466110.t01      -          Pkinase              PF00069.31   4.3e-42  140.3   0.0   6.1e-42  139.8   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t02 -          Pkinase              PF00069.31   4.5e-42  140.3   0.0   6.2e-42  139.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t01      -          Pkinase              PF00069.31   4.8e-42  140.2   0.0   7.1e-42  139.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t02      -          Pkinase              PF00069.31   4.8e-42  140.2   0.0   7.2e-42  139.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000133F.ver1.0.g522520.t01      -          Pkinase              PF00069.31   4.8e-42  140.2   0.0   6.6e-42  139.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t02 -          Pkinase              PF00069.31   4.9e-42  140.1   0.0   7.2e-42  139.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g059920.t01 -          Pkinase              PF00069.31   6.1e-42  139.8   0.0   8.8e-42  139.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t02      -          Pkinase              PF00069.31   6.2e-42  139.8   0.0   8.8e-42  139.3   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t03 -          Pkinase              PF00069.31   8.3e-42  139.4   0.0   1.2e-41  138.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000147F_001.ver1.0.g229930.t01 -          Pkinase              PF00069.31   8.7e-42  139.3   0.0     3e-41  137.6   0.0   1.7   1   1   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t01      -          Pkinase              PF00069.31   9.4e-42  139.2   0.0   1.3e-41  138.7   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000219F_001.ver1.0.g243140.t01 -          Pkinase              PF00069.31   9.8e-42  139.1   0.0   1.5e-41  138.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000219F.ver1.0.g570920.t01      -          Pkinase              PF00069.31     1e-41  139.1   0.0   1.5e-41  138.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t02      -          Pkinase              PF00069.31   1.3e-41  138.7   0.0   1.9e-41  138.2   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_038.ver1.0.g099770.t01 -          Pkinase              PF00069.31   1.3e-41  138.7   0.0     2e-41  138.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t01      -          Pkinase              PF00069.31   1.4e-41  138.7   0.0     2e-41  138.1   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516180.t01      -          Pkinase              PF00069.31   1.5e-41  138.6   0.0   2.3e-41  137.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516180.t02      -          Pkinase              PF00069.31   1.5e-41  138.6   0.0   2.3e-41  137.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416580.t01      -          Pkinase              PF00069.31   1.5e-41  138.5   0.0   2.1e-41  138.0   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t01      -          Pkinase              PF00069.31   1.9e-41  138.2   0.0   2.8e-41  137.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g232040.t01 -          Pkinase              PF00069.31   2.2e-41  138.0   0.0   3.1e-41  137.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g232040.t02 -          Pkinase              PF00069.31   2.2e-41  138.0   0.0   3.1e-41  137.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000152F.ver1.0.g535740.t01      -          Pkinase              PF00069.31   2.2e-41  138.0   0.0   3.1e-41  137.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g369640.t01      -          Pkinase              PF00069.31   2.3e-41  137.9   0.0   3.5e-41  137.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t02 -          Pkinase              PF00069.31   3.2e-41  137.5   0.0   4.5e-41  137.0   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_017.ver1.0.g161640.t01 -          Pkinase              PF00069.31   3.8e-41  137.2   0.0   5.6e-41  136.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428570.t01      -          Pkinase              PF00069.31   4.2e-41  137.1   0.0     6e-41  136.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t01 -          Pkinase              PF00069.31   4.8e-41  136.9   0.0   6.9e-41  136.4   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t02      -          Pkinase              PF00069.31   6.3e-41  136.5   0.0   9.5e-41  135.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459710.t01      -          Pkinase              PF00069.31   6.4e-41  136.5   0.0   8.5e-41  136.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_039.ver1.0.g040450.t01 -          Pkinase              PF00069.31   6.6e-41  136.4   0.0   9.8e-41  135.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t01      -          Pkinase              PF00069.31     7e-41  136.4   0.0   1.1e-40  135.7   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t04      -          Pkinase              PF00069.31     7e-41  136.4   0.0   1.1e-40  135.7   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t05      -          Pkinase              PF00069.31     7e-41  136.4   0.0   1.1e-40  135.7   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_039.ver1.0.g040450.t02 -          Pkinase              PF00069.31     7e-41  136.4   0.0     1e-40  135.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373870.t01      -          Pkinase              PF00069.31     7e-41  136.3   0.0   9.4e-41  135.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t02      -          Pkinase              PF00069.31   7.7e-41  136.2   0.0   1.1e-40  135.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t01      -          Pkinase              PF00069.31   8.2e-41  136.1   0.0   1.2e-40  135.6   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_013.ver1.0.g096470.t01 -          Pkinase              PF00069.31   8.5e-41  136.1   0.0   1.4e-40  135.3   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t02      -          Pkinase              PF00069.31   9.2e-41  136.0   0.0   1.3e-40  135.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t01      -          Pkinase              PF00069.31   9.6e-41  135.9   0.0   1.4e-40  135.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000081F_014.ver1.0.g185830.t01 -          Pkinase              PF00069.31     1e-40  135.8   0.0   1.5e-40  135.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g463710.t01      -          Pkinase              PF00069.31     1e-40  135.8   0.0   1.5e-40  135.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
