#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P151.ver1.0.g270680.p01         -          LRRNT_2              PF08263.17   1.4e-17   62.7   9.4   3.1e-10   39.2   1.0   3.0   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P405.ver1.0.g413070.p01         -          LRRNT_2              PF08263.17   1.7e-09   36.8   1.8   3.7e-09   35.8   1.8   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P61.ver1.0.g474830.p01          -          LRRNT_2              PF08263.17   1.8e-09   36.8   2.3   4.5e-09   35.5   2.3   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P298.ver1.0.g364100.p01         -          LRRNT_2              PF08263.17     2e-09   36.6   1.5   6.3e-09   35.0   1.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000012F_011.ver1.0.g038790.p01 -          LRRNT_2              PF08263.17   2.2e-09   36.4   2.9     6e-09   35.1   2.9   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P90.ver1.0.g526480.p01          -          LRRNT_2              PF08263.17   2.3e-09   36.4   0.1   6.2e-09   35.0   0.1   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000011F_011.ver1.0.g035870.p01 -          LRRNT_2              PF08263.17   2.4e-09   36.3   0.1   2.4e-09   36.3   0.1   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P11.ver1.0.g221810.p01          -          LRRNT_2              PF08263.17   2.4e-09   36.3   0.1   2.4e-09   36.3   0.1   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P73.ver1.0.g495380.p01          -          LRRNT_2              PF08263.17   2.5e-09   36.3   1.5     7e-09   34.9   1.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000412F_001.ver1.0.g192250.p01 -          LRRNT_2              PF08263.17   2.5e-09   36.3   0.2     1e-08   34.3   0.2   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P152.ver1.0.g271120.p01         -          LRRNT_2              PF08263.17   2.5e-09   36.3   0.2   2.5e-09   36.3   0.2   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P24.ver1.0.g337510.p01          -          LRRNT_2              PF08263.17   2.6e-09   36.3   0.8   5.4e-09   35.2   0.2   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P312.ver1.0.g376040.p01         -          LRRNT_2              PF08263.17   2.6e-09   36.3   0.2     1e-08   34.3   0.2   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P152.ver1.0.g270960.p01         -          LRRNT_2              PF08263.17   2.7e-09   36.2   0.5   1.1e-08   34.3   0.1   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P125.ver1.0.g241040.p01         -          LRRNT_2              PF08263.17   2.7e-09   36.2   2.8   7.1e-09   34.8   2.8   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000012F_008.ver1.0.g038420.p01 -          LRRNT_2              PF08263.17   2.7e-09   36.2   2.9   6.6e-09   34.9   2.9   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000086F_006.ver1.0.g120420.p01 -          LRRNT_2              PF08263.17   2.7e-09   36.2   1.5   7.2e-09   34.8   1.5   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P64.ver1.0.g480270.p01          -          LRRNT_2              PF08263.17   3.3e-09   35.9   1.3   7.7e-09   34.7   1.3   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P440.ver1.0.g426510.p01         -          LRRNT_2              PF08263.17   3.4e-09   35.8   0.2     1e-08   34.3   0.2   1.9   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P658.ver1.0.g481470.p01         -          LRRNT_2              PF08263.17   4.1e-09   35.6   0.1   1.6e-08   33.7   0.1   2.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P440.ver1.0.g426490.p01         -          LRRNT_2              PF08263.17   4.5e-09   35.5   0.8   1.5e-08   33.8   0.3   2.2   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_H000079F_014.ver1.0.g113870.p01 -          LRRNT_2              PF08263.17   4.6e-09   35.5   0.1   1.1e-08   34.2   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000188F_003.ver1.0.g164510.p01 -          LRRNT_2              PF08263.17   4.8e-09   35.4   1.0   4.8e-09   35.4   1.0   2.4   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309580.p01           -          LRRNT_2              PF08263.17     5e-09   35.3   2.5   9.6e-09   34.4   2.5   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P111.ver1.0.g225050.p01         -          LRRNT_2              PF08263.17   5.5e-09   35.2   2.3   9.7e-09   34.4   0.3   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P5.ver1.0.g445190.p01           -          LRRNT_2              PF08263.17   5.9e-09   35.1   0.1   2.5e-08   33.1   0.1   2.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P398.ver1.0.g403160.p01         -          LRRNT_2              PF08263.17   5.9e-09   35.1   0.3   2.1e-08   33.4   0.1   2.1   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P122.ver1.0.g239360.p01         -          LRRNT_2              PF08263.17   6.1e-09   35.1   0.7   1.5e-08   33.8   0.7   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000041F_010.ver1.0.g076650.p01 -          LRRNT_2              PF08263.17   6.4e-09   35.0   0.5   6.4e-09   35.0   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P36.ver1.0.g390290.p01          -          LRRNT_2              PF08263.17   6.4e-09   35.0   0.5   6.4e-09   35.0   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309610.p01           -          LRRNT_2              PF08263.17   6.6e-09   34.9   2.2   1.4e-08   33.9   2.2   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P68.ver1.0.g484920.p01          -          LRRNT_2              PF08263.17   7.3e-09   34.8   0.1   1.8e-08   33.6   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000155F_004.ver1.0.g153220.p01 -          LRRNT_2              PF08263.17   7.8e-09   34.7   0.4   7.8e-09   34.7   0.4   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P27.ver1.0.g351500.p01          -          LRRNT_2              PF08263.17   7.8e-09   34.7   0.4   7.8e-09   34.7   0.4   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000230F_001.ver1.0.g175090.p01 -          LRRNT_2              PF08263.17   7.9e-09   34.7   2.5   2.3e-08   33.2   2.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P402.ver1.0.g412650.p01         -          LRRNT_2              PF08263.17   8.3e-09   34.6   2.2   2.1e-08   33.3   2.2   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P26.ver1.0.g346530.p01          -          LRRNT_2              PF08263.17   8.8e-09   34.6   0.8   2.2e-08   33.3   0.8   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P85.ver1.0.g512570.p01          -          LRRNT_2              PF08263.17   9.1e-09   34.5   0.6   1.6e-08   33.7   0.6   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464310.p01          -          LRRNT_2              PF08263.17   9.9e-09   34.4   3.7   2.4e-08   33.1   3.7   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P56.ver1.0.g461560.p01          -          LRRNT_2              PF08263.17     1e-08   34.3   1.6   2.7e-08   33.0   1.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194380.p01 -          LRRNT_2              PF08263.17     1e-08   34.3   0.2     1e-08   34.3   0.2   2.3   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_P135.ver1.0.g250090.p01         -          LRRNT_2              PF08263.17   1.1e-08   34.2   0.0   3.5e-08   32.6   0.0   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P298.ver1.0.g364010.p01         -          LRRNT_2              PF08263.17   1.2e-08   34.1   2.2   3.4e-08   32.7   2.2   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000164F_003.ver1.0.g155800.p01 -          LRRNT_2              PF08263.17   1.2e-08   34.1   0.0   3.5e-08   32.6   0.0   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000001F_014.ver1.0.g003260.p01 -          LRRNT_2              PF08263.17   1.2e-08   34.1   0.9   1.2e-08   34.1   0.9   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g312000.p01           -          LRRNT_2              PF08263.17   1.2e-08   34.1   0.9   1.2e-08   34.1   0.9   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000135F_008.ver1.0.g143140.p01 -          LRRNT_2              PF08263.17   1.3e-08   34.0   2.3   2.5e-08   33.1   0.3   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P152.ver1.0.g270980.p01         -          LRRNT_2              PF08263.17   1.3e-08   34.0   0.3   1.3e-08   34.0   0.3   2.4   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_P279.ver1.0.g355830.p01         -          LRRNT_2              PF08263.17   1.5e-08   33.8   1.6   3.3e-08   32.7   1.6   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000074F_005.ver1.0.g111180.p01 -          LRRNT_2              PF08263.17   1.6e-08   33.8   3.6   3.6e-08   32.6   3.6   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P1.ver1.0.g208420.p01           -          LRRNT_2              PF08263.17   1.6e-08   33.7   0.7   3.9e-08   32.5   0.7   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P494.ver1.0.g441420.p01         -          LRRNT_2              PF08263.17   1.8e-08   33.5   0.4   3.9e-08   32.5   0.4   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P150.ver1.0.g269620.p01         -          LRRNT_2              PF08263.17     2e-08   33.4   1.6   9.6e-08   31.2   1.6   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P407.ver1.0.g413230.p01         -          LRRNT_2              PF08263.17     2e-08   33.4   0.3     2e-08   33.4   0.3   2.2   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_P409.ver1.0.g413660.p01         -          LRRNT_2              PF08263.17   2.3e-08   33.2   3.5   5.7e-08   32.0   3.5   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000181F_005.ver1.0.g161380.p01 -          LRRNT_2              PF08263.17   2.3e-08   33.2   1.6   9.3e-08   31.3   1.6   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P128.ver1.0.g241860.p01         -          LRRNT_2              PF08263.17   2.5e-08   33.1   2.7   7.7e-08   31.5   2.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g253590.p01          -          LRRNT_2              PF08263.17   2.8e-08   32.9   2.5   6.9e-08   31.7   2.5   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P66.ver1.0.g481640.p01          -          LRRNT_2              PF08263.17   3.4e-08   32.7   3.6   8.9e-08   31.3   3.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P128.ver1.0.g241870.p01         -          LRRNT_2              PF08263.17   3.5e-08   32.6   3.1   9.2e-08   31.3   3.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P120.ver1.0.g237100.p01         -          LRRNT_2              PF08263.17   3.8e-08   32.5   3.4   1.1e-07   31.1   3.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000067F_008.ver1.0.g107850.p01 -          LRRNT_2              PF08263.17   3.8e-08   32.5   3.7   1.1e-07   31.0   3.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353770.p01         -          LRRNT_2              PF08263.17   3.8e-08   32.5   0.5   3.8e-08   32.5   0.5   2.2   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_H000031F_003.ver1.0.g067950.p01 -          LRRNT_2              PF08263.17     4e-08   32.4   0.5     4e-08   32.4   0.5   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377930.p01          -          LRRNT_2              PF08263.17     4e-08   32.4   0.5     4e-08   32.4   0.5   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353680.p01         -          LRRNT_2              PF08263.17   4.2e-08   32.4   1.8   1.1e-07   31.1   1.8   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000318F_005.ver1.0.g187610.p01 -          LRRNT_2              PF08263.17   4.3e-08   32.3   8.7    0.0004   19.6   0.6   3.2   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000084F_004.ver1.0.g118330.p01 -          LRRNT_2              PF08263.17   4.5e-08   32.3  11.1   4.3e-07   29.2  11.1   2.5   1   1   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000029F_002.ver1.0.g066670.p01 -          LRRNT_2              PF08263.17   4.5e-08   32.3   2.6   7.3e-08   31.6   0.8   2.4   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000110F_013.ver1.0.g133630.p01 -          LRRNT_2              PF08263.17   4.6e-08   32.2   1.4   4.6e-08   32.2   1.4   2.7   3   0   0   3   3   1   1 | SP
VITVvi_vZin03_v1.1_P89.ver1.0.g519300.p01          -          LRRNT_2              PF08263.17   4.7e-08   32.2   1.4   4.7e-08   32.2   1.4   2.7   3   0   0   3   3   1   1 | SP
VITVvi_vZin03_v1.1_H000080F_012.ver1.0.g115650.p01 -          LRRNT_2              PF08263.17   4.7e-08   32.2   0.3   1.9e-07   30.3   0.3   2.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P224.ver1.0.g329700.p01         -          LRRNT_2              PF08263.17   4.9e-08   32.2   5.0   1.1e-07   31.1   5.0   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P279.ver1.0.g355790.p01         -          LRRNT_2              PF08263.17   4.9e-08   32.2   2.4   1.3e-07   30.8   2.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000008F_010.ver1.0.g029150.p01 -          LRRNT_2              PF08263.17   5.2e-08   32.1   0.2     1e-07   31.1   0.2   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P272.ver1.0.g353600.p01         -          LRRNT_2              PF08263.17   5.3e-08   32.1   0.8   1.4e-07   30.7   0.8   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000286F_002.ver1.0.g184330.p01 -          LRRNT_2              PF08263.17   5.6e-08   32.0   4.9   1.2e-07   30.9   4.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g453660.p01          -          LRRNT_2              PF08263.17   5.9e-08   31.9   2.2   1.7e-07   30.4   2.2   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353490.p01         -          LRRNT_2              PF08263.17   5.9e-08   31.9   1.0   1.7e-07   30.5   1.0   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353470.p01         -          LRRNT_2              PF08263.17   5.9e-08   31.9   0.6   1.7e-07   30.4   0.6   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P272.ver1.0.g353670.p01         -          LRRNT_2              PF08263.17     6e-08   31.9   1.0   1.7e-07   30.4   1.0   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000121F_001.ver1.0.g136960.p01 -          LRRNT_2              PF08263.17   6.1e-08   31.8   0.3   1.3e-07   30.8   0.3   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P98.ver1.0.g533280.p01          -          LRRNT_2              PF08263.17   6.1e-08   31.8   0.3   1.3e-07   30.8   0.3   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000443F_002.ver1.0.g193500.p01 -          LRRNT_2              PF08263.17   6.2e-08   31.8   0.6   1.3e-07   30.8   0.6   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P26.ver1.0.g346160.p01          -          LRRNT_2              PF08263.17   6.5e-08   31.8   0.5   1.1e-07   31.0   0.5   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P221.ver1.0.g328430.p01         -          LRRNT_2              PF08263.17   6.5e-08   31.8   0.5   1.1e-07   31.0   0.5   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g510490.p01          -          LRRNT_2              PF08263.17   6.6e-08   31.7   1.0   1.6e-07   30.5   1.0   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P3.ver1.0.g364430.p01           -          LRRNT_2              PF08263.17   6.9e-08   31.7   8.8   4.1e-07   29.2   8.8   2.3   1   1   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P120.ver1.0.g237090.p01         -          LRRNT_2              PF08263.17   6.9e-08   31.7   2.8   1.7e-07   30.4   2.8   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P287.ver1.0.g360850.p01         -          LRRNT_2              PF08263.17   7.4e-08   31.6   0.1   2.1e-07   30.2   0.1   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353760.p01         -          LRRNT_2              PF08263.17   7.5e-08   31.6   2.0   1.9e-07   30.3   2.0   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000027F_008.ver1.0.g063870.p01 -          LRRNT_2              PF08263.17   7.6e-08   31.5   0.6   7.6e-08   31.5   0.6   2.4   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P298.ver1.0.g364000.p01         -          LRRNT_2              PF08263.17   8.5e-08   31.4   2.4   2.5e-07   29.9   2.4   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P405.ver1.0.g413060.p01         -          LRRNT_2              PF08263.17   9.1e-08   31.3   3.6   2.4e-07   29.9   3.6   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P73.ver1.0.g495430.p01          -          LRRNT_2              PF08263.17     1e-07   31.2   3.6   2.6e-07   29.8   3.6   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464900.p01          -          LRRNT_2              PF08263.17     1e-07   31.2   1.1     1e-07   31.2   1.1   2.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_P714.ver1.0.g493080.p01         -          LRRNT_2              PF08263.17   1.1e-07   31.1   1.3   2.7e-07   29.8   1.3   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P361.ver1.0.g391890.p01         -          LRRNT_2              PF08263.17   1.1e-07   31.0   0.5   5.3e-07   28.9   0.1   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P408.ver1.0.g413520.p01         -          LRRNT_2              PF08263.17   1.1e-07   31.0   0.5   5.3e-07   28.9   0.1   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g342450.p01          -          LRRNT_2              PF08263.17   1.2e-07   30.9   0.6   1.2e-07   30.9   0.6   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353660.p01         -          LRRNT_2              PF08263.17   1.2e-07   30.9   1.0   2.9e-07   29.7   1.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P124.ver1.0.g240640.p01         -          LRRNT_2              PF08263.17   1.3e-07   30.9   0.6   8.7e-07   28.2   0.6   2.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000012F_015.ver1.0.g039350.p01 -          LRRNT_2              PF08263.17   1.3e-07   30.8   0.6   4.1e-07   29.2   0.6   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g454220.p01          -          LRRNT_2              PF08263.17   1.4e-07   30.7   0.7   3.9e-07   29.3   0.7   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P90.ver1.0.g526360.p01          -          LRRNT_2              PF08263.17   1.5e-07   30.6   2.3   3.7e-07   29.3   2.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000092F_001.ver1.0.g122890.p01 -          LRRNT_2              PF08263.17   1.5e-07   30.6   2.3   3.7e-07   29.3   2.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P157.ver1.0.g275900.p01         -          LRRNT_2              PF08263.17   1.6e-07   30.5   0.7   3.9e-07   29.3   0.7   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g065030.p01 -          LRRNT_2              PF08263.17   1.7e-07   30.5   3.7   5.1e-07   28.9   3.7   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P89.ver1.0.g519140.p01          -          LRRNT_2              PF08263.17   1.8e-07   30.3   0.1   5.2e-07   28.9   0.1   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P13.ver1.0.g243910.p01          -          LRRNT_2              PF08263.17   1.8e-07   30.3   0.9   5.8e-07   28.7   0.9   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162280.p01 -          LRRNT_2              PF08263.17   1.9e-07   30.3   1.5   1.9e-07   30.3   1.5   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P73.ver1.0.g495420.p01          -          LRRNT_2              PF08263.17     2e-07   30.2   2.5   5.8e-07   28.7   2.5   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P16.ver1.0.g278090.p01          -          LRRNT_2              PF08263.17   2.1e-07   30.2   1.8   7.5e-07   28.4   1.8   2.0   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P140.ver1.0.g257840.p01         -          LRRNT_2              PF08263.17   2.1e-07   30.1   0.4   5.4e-07   28.8   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000037F_013.ver1.0.g074380.p01 -          LRRNT_2              PF08263.17   2.2e-07   30.1   0.2     5e-07   28.9   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P37.ver1.0.g393910.p01          -          LRRNT_2              PF08263.17   2.2e-07   30.1   0.2     5e-07   28.9   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364460.p01           -          LRRNT_2              PF08263.17   2.2e-07   30.1   9.4   1.4e-06   27.5   9.4   2.3   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000027F_009.ver1.0.g063990.p01 -          LRRNT_2              PF08263.17   2.4e-07   30.0   5.4   4.5e-07   29.1   5.4   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g064950.p01 -          LRRNT_2              PF08263.17   2.5e-07   29.9   2.4     8e-07   28.3   2.4   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g065000.p01 -          LRRNT_2              PF08263.17   2.5e-07   29.9   5.4     5e-07   28.9   5.4   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P25.ver1.0.g342180.p01          -          LRRNT_2              PF08263.17   2.6e-07   29.9   2.4     8e-07   28.3   2.4   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P279.ver1.0.g355820.p01         -          LRRNT_2              PF08263.17   2.6e-07   29.8   1.7   7.1e-07   28.4   1.7   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P38.ver1.0.g398050.p01          -          LRRNT_2              PF08263.17   2.7e-07   29.8   1.2   6.5e-07   28.6   1.2   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353530.p01         -          LRRNT_2              PF08263.17   2.7e-07   29.8   0.3   6.8e-07   28.5   0.3   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000204F_002.ver1.0.g168080.p01 -          LRRNT_2              PF08263.17   2.9e-07   29.7   0.2   6.4e-07   28.6   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P177.ver1.0.g292570.p01         -          LRRNT_2              PF08263.17   2.9e-07   29.7   0.2   6.4e-07   28.6   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000153F_001.ver1.0.g152070.p01 -          LRRNT_2              PF08263.17   2.9e-07   29.7   1.7   9.1e-07   28.1   1.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P119.ver1.0.g232200.p01         -          LRRNT_2              PF08263.17   2.9e-07   29.7   0.2   7.2e-07   28.4   0.2   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g521000.p01           -          LRRNT_2              PF08263.17   3.1e-07   29.6   1.6   5.2e-07   28.9   0.1   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g064940.p01 -          LRRNT_2              PF08263.17   3.3e-07   29.5   5.5   9.6e-07   28.0   5.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g342170.p01          -          LRRNT_2              PF08263.17   3.3e-07   29.5   5.5   9.6e-07   28.0   5.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P37.ver1.0.g394300.p01          -          LRRNT_2              PF08263.17   3.4e-07   29.5   0.9   8.8e-07   28.2   0.9   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g064960.p01 -          LRRNT_2              PF08263.17   3.4e-07   29.5   3.8     1e-06   27.9   3.8   1.9   1   0   0   1   1   1   1 | SP+TM
