#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P127.ver1.0.g241740.p01         -          LRR_4                PF12799.13   8.6e-78  253.7 194.6     4e-06   25.9   3.2  28.5  15   7  13  32  32  29  21 | TM
VITVvi_vZin03_v1.1_H000186F_004.ver1.0.g163510.p01 -          LRR_4                PF12799.13   3.1e-26   89.9  73.9   4.3e-05   22.7   1.4  11.9   8   3   5  14  14  13   9 | TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411750.p01          -          LRR_4                PF12799.13   3.1e-26   89.8  64.0   8.6e-06   24.9   2.1  12.5   7   4   6  15  15   8   7 | TM
VITVvi_vZin03_v1.1_H000020F_010.ver1.0.g054480.p01 -          LRR_4                PF12799.13   3.9e-26   89.5  62.7   9.4e-06   24.8   1.5  10.4   5   1   6  12  12  10   9 | SP
VITVvi_vZin03_v1.1_P477.ver1.0.g436510.p01         -          LRR_4                PF12799.13   5.8e-26   89.0  49.6   6.1e-05   22.2   3.9  10.5   8   2   2  11  11   9   6 | SP+TM
VITVvi_vZin03_v1.1_P511.ver1.0.g449700.p01         -          LRR_4                PF12799.13   6.1e-26   88.9  66.2   3.9e-06   26.0   0.2  10.6   7   3   6  13  13  11   9 | TM
VITVvi_vZin03_v1.1_H000012F_011.ver1.0.g038790.p01 -          LRR_4                PF12799.13   6.9e-26   88.7  39.8   7.6e-06   25.1   7.1   6.5   4   1   4   8   8   8   8 | SP
VITVvi_vZin03_v1.1_H000027F_008.ver1.0.g063870.p01 -          LRR_4                PF12799.13   7.5e-26   88.6  46.5   0.00016   20.9   4.2  10.6   5   2   6  12  12  11   7 | TM
VITVvi_vZin03_v1.1_P175.ver1.0.g291210.p01         -          LRR_4                PF12799.13   7.5e-26   88.6  60.7   0.00014   21.0   2.2  11.7   5   2   8  15  15  12   9 | SP+TM
VITVvi_vZin03_v1.1_P83.ver1.0.g509400.p01          -          LRR_4                PF12799.13   7.6e-26   88.6  42.0   2.3e-05   23.6   4.4   7.7   6   1   3   9   9   8   6 | SP+TM
VITVvi_vZin03_v1.1_H000029F_011.ver1.0.g067750.p01 -          LRR_4                PF12799.13     1e-25   88.2  60.8   5.3e-06   25.6   3.4  11.8   6   3   4  11  11   7   6 | SP+TM
VITVvi_vZin03_v1.1_P26.ver1.0.g346540.p01          -          LRR_4                PF12799.13   1.3e-25   87.9  54.8   4.7e-06   25.7   3.4  11.0   8   3   2  11  11   7   6 | SP+TM
VITVvi_vZin03_v1.1_H000033F_008.ver1.0.g070000.p01 -          LRR_4                PF12799.13   1.5e-25   87.7  74.1   0.00044   19.5   0.1  12.1   6   3   9  15  15  10   9 | SP+TM
VITVvi_vZin03_v1.1_P51.ver1.0.g449180.p01          -          LRR_4                PF12799.13   1.5e-25   87.7  74.1   0.00044   19.5   0.1  12.1   6   3   9  15  15  10   9 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162250.p01 -          LRR_4                PF12799.13   1.6e-25   87.6  76.8   5.5e-05   22.3   2.9  14.3  12   2   1  14  14  10   7 | SP+TM
VITVvi_vZin03_v1.1_H000230F_001.ver1.0.g175070.p01 -          LRR_4                PF12799.13     3e-25   86.7  54.1   8.7e-07   28.1   0.5   8.5   7   2   2   9   9   8   6 | TM
VITVvi_vZin03_v1.1_H000158F_001.ver1.0.g154420.p01 -          LRR_4                PF12799.13   3.8e-25   86.4  79.7   0.00058   19.1   0.1  11.7   8   2   6  14  14  12  10 | SP+TM
VITVvi_vZin03_v1.1_P127.ver1.0.g241650.p01         -          LRR_4                PF12799.13   3.8e-25   86.4  79.7   0.00058   19.1   0.1  11.7   8   2   6  14  14  12  10 | SP+TM
VITVvi_vZin03_v1.1_P368.ver1.0.g393030.p01         -          LRR_4                PF12799.13   3.8e-25   86.4  61.9   8.5e-06   24.9   2.1  11.3   7   4   5  13  13   8   8 | TM
VITVvi_vZin03_v1.1_P516.ver1.0.g449980.p01         -          LRR_4                PF12799.13   4.5e-25   86.2  23.7   1.6e-05   24.0   0.6   7.3   6   1   1   7   7   5   5 | SP
VITVvi_vZin03_v1.1_P298.ver1.0.g364100.p01         -          LRR_4                PF12799.13   5.4e-25   85.9  50.6   2.6e-06   26.5   2.2  12.3   9   2   4  13  13   8   6 | SP+TM
VITVvi_vZin03_v1.1_P151.ver1.0.g270660.p01         -          LRR_4                PF12799.13   5.6e-25   85.9  68.9   0.00028   20.1   0.9  14.8   8   4   8  17  17  12   7 | SP+TM
VITVvi_vZin03_v1.1_P18.ver1.0.g295150.p01          -          LRR_4                PF12799.13   6.2e-25   85.7  65.2   0.00013   21.2   0.5  13.8  10   2   3  15  15  10   7 | SP
VITVvi_vZin03_v1.1_H000104F_007.ver1.0.g129350.p01 -          LRR_4                PF12799.13   8.8e-25   85.2  75.2   0.00015   21.0   2.7  10.7   5   3   6  13  13  12  10 | SP+TM
VITVvi_vZin03_v1.1_P249.ver1.0.g341360.p01         -          LRR_4                PF12799.13   9.3e-25   85.1 102.7    0.0001   21.5   0.9  15.8  10   3   7  18  18  13  12 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518050.p01          -          LRR_4                PF12799.13     1e-24   85.0  75.5   0.00015   21.0   2.7  10.7   5   3   6  13  13  12  10 | SP+TM
VITVvi_vZin03_v1.1_P22.ver1.0.g327620.p01          -          LRR_4                PF12799.13   1.1e-24   84.9  32.7   0.00063   19.0   0.1   8.7   2   2   9  12  12  12  11 | SP
VITVvi_vZin03_v1.1_P409.ver1.0.g413660.p01         -          LRR_4                PF12799.13   1.7e-24   84.3  83.6   4.3e-05   22.7   3.1  11.1   4   2  12  16  16  14  12 | SP+TM
VITVvi_vZin03_v1.1_P75.ver1.0.g496630.p01          -          LRR_4                PF12799.13   1.7e-24   84.3  39.4   2.6e-06   26.6   0.4   8.0   4   3   3   8   8   8   7 | TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225380.p01         -          LRR_4                PF12799.13   1.8e-24   84.2  36.7   5.4e-06   25.5   5.7   6.9   3   1   5   8   8   8   6 | SP+TM
VITVvi_vZin03_v1.1_P119.ver1.0.g232300.p01         -          LRR_4                PF12799.13   2.2e-24   84.0  25.1   3.7e-06   26.0   0.3   7.0   4   3   3   7   7   5   5 | SP
VITVvi_vZin03_v1.1_P53.ver1.0.g452760.p01          -          LRR_4                PF12799.13   2.4e-24   83.9  43.0   4.2e-06   25.9   2.8   6.7   2   1   5   8   8   8   7 | SP
VITVvi_vZin03_v1.1_P183.ver1.0.g298460.p01         -          LRR_4                PF12799.13   2.9e-24   83.6  55.7     1e-06   27.8   0.8   8.4   7   2   2   9   9   8   6 | TM
VITVvi_vZin03_v1.1_H000074F_005.ver1.0.g111180.p01 -          LRR_4                PF12799.13   4.6e-24   83.0  77.0   2.1e-06   26.8   0.8  10.0   6   3   6  12  12  10   9 | SP
VITVvi_vZin03_v1.1_P73.ver1.0.g495430.p01          -          LRR_4                PF12799.13     5e-24   82.8  88.7   3.9e-05   22.8   1.1  10.8   5   3   9  15  15  13  12 | SP+TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225320.p01         -          LRR_4                PF12799.13   5.3e-24   82.8  49.7   1.2e-05   24.5   2.4   8.0   2   1   3   8   8   8   6 | SP+TM
VITVvi_vZin03_v1.1_H000139F_004.ver1.0.g144600.p01 -          LRR_4                PF12799.13   6.7e-24   82.4  26.5   3.8e-06   26.0   0.3   7.1   4   3   3   7   7   5   5 | SP
VITVvi_vZin03_v1.1_P26.ver1.0.g347400.p01          -          LRR_4                PF12799.13   7.6e-24   82.2  61.7   3.6e-05   22.9   1.7  11.1   9   2   0  11  11   8   7 | SP+TM
VITVvi_vZin03_v1.1_P240.ver1.0.g338720.p01         -          LRR_4                PF12799.13   8.4e-24   82.1  69.4     2e-05   23.7   3.7  11.4   7   2   4  12  12  10   9 | SP
VITVvi_vZin03_v1.1_P110.ver1.0.g223860.p01         -          LRR_4                PF12799.13   8.9e-24   82.0  41.0   0.00042   19.5   1.4   9.6   7   1   2  10  10   9   9 | TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377400.p01          -          LRR_4                PF12799.13   8.9e-24   82.0  46.7   6.7e-05   22.1   1.9   8.4   6   2   2   8   8   8   6 | TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225360.p01         -          LRR_4                PF12799.13   1.4e-23   81.5  21.7   1.3e-05   24.3   0.0   6.9   1   1   1   6   6   5   5 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g342450.p01          -          LRR_4                PF12799.13   1.6e-23   81.2  48.0   0.00024   20.3   4.2  10.5   5   2   6  12  12  10   7 | TM
VITVvi_vZin03_v1.1_H000041F_010.ver1.0.g076650.p01 -          LRR_4                PF12799.13   1.6e-23   81.2  60.8   5.9e-05   22.2   0.0  12.7   7   3   9  16  16  12   9 | SP+TM
VITVvi_vZin03_v1.1_H000318F_005.ver1.0.g187610.p01 -          LRR_4                PF12799.13   1.7e-23   81.2  29.4   3.3e-08   32.6   4.5   6.6   5   1   1   6   6   6   5 | SP+TM
VITVvi_vZin03_v1.1_P123.ver1.0.g239770.p01         -          LRR_4                PF12799.13   1.8e-23   81.1  65.1   0.00029   20.1   0.4  12.6   9   2   4  13  13   8   6 | SP+TM
VITVvi_vZin03_v1.1_P64.ver1.0.g479370.p01          -          LRR_4                PF12799.13   1.8e-23   81.0  56.7   8.1e-05   21.8   1.4  11.1   6   2   7  14  14  12  10 | SP+TM
VITVvi_vZin03_v1.1_P124.ver1.0.g240540.p01         -          LRR_4                PF12799.13   2.4e-23   80.7  75.3   0.00036   19.8   3.4  12.2   4   3  11  17  17  14  13 | TM
VITVvi_vZin03_v1.1_P365.ver1.0.g392630.p01         -          LRR_4                PF12799.13   3.1e-23   80.3  66.1   2.1e-05   23.7   1.0  11.3   8   1   4  13  13  10   8 | SP+TM
VITVvi_vZin03_v1.1_P298.ver1.0.g364070.p01         -          LRR_4                PF12799.13   3.5e-23   80.2  56.1     8e-05   21.8   1.5  12.1  10   2   3  13  13   8   6 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309610.p01           -          LRR_4                PF12799.13   3.5e-23   80.2  20.9   3.6e-05   22.9   1.4   7.6   5   2   3   8   8   6   5 | SP
VITVvi_vZin03_v1.1_H000087F_005.ver1.0.g120530.p01 -          LRR_4                PF12799.13   3.8e-23   80.0  49.4   0.00035   19.8   0.4  11.3   6   2   3  12  12   9   5 | SP+TM
VITVvi_vZin03_v1.1_P83.ver1.0.g509080.p01          -          LRR_4                PF12799.13   3.8e-23   80.0  49.4   0.00035   19.8   0.4  11.3   6   2   3  12  12   9   5 | SP+TM
VITVvi_vZin03_v1.1_P31.ver1.0.g374080.p01          -          LRR_4                PF12799.13   3.9e-23   80.0  31.4   3.3e-06   26.2   0.4   9.1   4   1   2   9   9   8   4 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364430.p01           -          LRR_4                PF12799.13   4.5e-23   79.8  34.2     6e-06   25.4   0.8   7.1   3   2   1   7   7   6   6 | SP
VITVvi_vZin03_v1.1_H000232F_006.ver1.0.g176080.p01 -          LRR_4                PF12799.13   5.3e-23   79.6  29.1   6.5e-07   28.5   3.1   6.8   4   2   0   6   6   6   4 | SP+TM
VITVvi_vZin03_v1.1_P199.ver1.0.g308810.p01         -          LRR_4                PF12799.13   6.9e-23   79.2  65.6   4.4e-06   25.8   1.9  10.4   5   4   5  11  11   9   6 | TM
VITVvi_vZin03_v1.1_P677.ver1.0.g484510.p01         -          LRR_4                PF12799.13   7.4e-23   79.1  66.4   6.5e-05   22.1   0.2  12.8   6   5   7  13  13  10   7 | TM
VITVvi_vZin03_v1.1_H000110F_013.ver1.0.g133630.p01 -          LRR_4                PF12799.13   8.5e-23   78.9  53.3   8.9e-05   21.7   0.1   9.7   4   3   5  11  11  10   6 | SP
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162490.p01 -          LRR_4                PF12799.13   9.4e-23   78.8  70.0    0.0007   18.8   1.9  13.9  10   5   4  15  15  11   9 | SP+TM
VITVvi_vZin03_v1.1_H000104F_007.ver1.0.g129840.p01 -          LRR_4                PF12799.13   1.3e-22   78.4  55.0   9.8e-06   24.7   0.7   9.4   5   4   3  10  10   7   6 | SP+TM
VITVvi_vZin03_v1.1_P140.ver1.0.g257870.p01         -          LRR_4                PF12799.13   1.3e-22   78.3  52.1   0.00073   18.8   0.8   9.7   5   2   5  11  11  10   7 | SP+TM
VITVvi_vZin03_v1.1_P124.ver1.0.g240610.p01         -          LRR_4                PF12799.13   1.5e-22   78.2  42.9   4.2e-05   22.7   0.1   8.7   4   3   7  11  11  11   8 | SP+TM
VITVvi_vZin03_v1.1_P572.ver1.0.g463530.p01         -          LRR_4                PF12799.13   1.5e-22   78.1  41.9   1.1e-05   24.6   3.5   7.1   4   2   4   8   8   7   6 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g453140.p01          -          LRR_4                PF12799.13   1.7e-22   78.0  44.0   1.7e-06   27.2   4.1   6.8   2   2   5   8   8   6   6 | SP+TM
VITVvi_vZin03_v1.1_H000080F_006.ver1.0.g115470.p01 -          LRR_4                PF12799.13   1.7e-22   77.9  84.4   0.00014   21.1   1.7  11.6   5   4   7  14  14  13  11 | SP+TM
VITVvi_vZin03_v1.1_P67.ver1.0.g483510.p01          -          LRR_4                PF12799.13   1.7e-22   77.9  84.4   0.00014   21.1   1.7  11.6   5   4   7  14  14  13  11 | SP+TM
VITVvi_vZin03_v1.1_H000099F_005.ver1.0.g125720.p01 -          LRR_4                PF12799.13     2e-22   77.7  34.5   8.8e-06   24.9   0.6   7.8   3   1   6   9   9   9   6 | TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518490.p01          -          LRR_4                PF12799.13   2.6e-22   77.4  57.0   9.8e-06   24.7   0.7   9.6   5   4   3  10  10   7   6 | SP+TM
VITVvi_vZin03_v1.1_H000008F_010.ver1.0.g029130.p01 -          LRR_4                PF12799.13   2.6e-22   77.4  53.8   0.00013   21.1   0.1   9.8   6   3   2   9   9   7   6 | TM
VITVvi_vZin03_v1.1_P255.ver1.0.g345450.p01         -          LRR_4                PF12799.13   3.1e-22   77.1  35.4   5.1e-06   25.6   1.2   7.4   3   2   6  10  10   8   6 | SP+TM
VITVvi_vZin03_v1.1_P89.ver1.0.g519300.p01          -          LRR_4                PF12799.13   3.1e-22   77.1  54.4   8.9e-05   21.7   0.1   9.6   2   2   6  11  11  11   5 | SP
VITVvi_vZin03_v1.1_P56.ver1.0.g461560.p01          -          LRR_4                PF12799.13   3.7e-22   76.9  62.3   6.2e-05   22.2   2.5  13.5  10   4   3  14  14   9   4 | SP+TM
VITVvi_vZin03_v1.1_P677.ver1.0.g484540.p01         -          LRR_4                PF12799.13   3.8e-22   76.9  43.3   1.2e-06   27.6   1.5   8.0   3   3   7  10  10   7   6 | TM
VITVvi_vZin03_v1.1_H000816F_002.ver1.0.g198590.p01 -          LRR_4                PF12799.13     4e-22   76.8  51.2   3.8e-05   22.8   1.9   9.5   7   1   3  10  10   7   5 | SP+TM
VITVvi_vZin03_v1.1_P171.ver1.0.g289380.p01         -          LRR_4                PF12799.13   4.2e-22   76.7  63.9     6e-05   22.2   1.9   9.0   5   3   4  10  10   8   6 | TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354240.p01         -          LRR_4                PF12799.13   5.8e-22   76.3  63.5   0.00014   21.1   0.2  10.1   9   2   3  13  13  10   7 | SP+TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354220.p01         -          LRR_4                PF12799.13   6.3e-22   76.2  85.6   3.5e-05   22.9   3.9  14.5   6   3  12  19  19  16   8 | SP
VITVvi_vZin03_v1.1_P273.ver1.0.g354180.p01         -          LRR_4                PF12799.13   7.7e-22   75.9  60.5   0.00014   21.0   0.2  10.1  10   1   3  13  13  10   7 | SP+TM
VITVvi_vZin03_v1.1_H000125F_002.ver1.0.g138380.p01 -          LRR_4                PF12799.13   7.9e-22   75.8  26.7   3.7e-06   26.1   3.0   6.4   4   2   2   6   6   6   6 | SP
VITVvi_vZin03_v1.1_P110.ver1.0.g224860.p01         -          LRR_4                PF12799.13   7.9e-22   75.8  26.7   3.7e-06   26.1   3.0   6.4   4   2   2   6   6   6   6 | SP
VITVvi_vZin03_v1.1_P368.ver1.0.g393060.p01         -          LRR_4                PF12799.13   8.3e-22   75.8  36.3   4.4e-05   22.6   0.8   6.8   4   2   2   6   6   6   6 | TM
VITVvi_vZin03_v1.1_P405.ver1.0.g413070.p01         -          LRR_4                PF12799.13   1.2e-21   75.3  75.6   8.9e-05   21.7   3.3   8.4   2   1   9  12  12  12  10 | SP
VITVvi_vZin03_v1.1_P291.ver1.0.g362520.p01         -          LRR_4                PF12799.13   1.6e-21   74.9  32.1   1.3e-07   30.7   1.1   7.9   2   2   6  10  10   8   7 | SP
VITVvi_vZin03_v1.1_P129.ver1.0.g242950.p01         -          LRR_4                PF12799.13   1.6e-21   74.8  15.7   2.1e-07   30.0   0.3   6.5   6   0   0   6   6   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000162F_003.ver1.0.g155310.p01 -          LRR_4                PF12799.13   1.6e-21   74.8  15.7   2.1e-07   30.0   0.3   6.5   6   0   0   6   6   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000153F_005.ver1.0.g152810.p01 -          LRR_4                PF12799.13   1.7e-21   74.8  40.0     8e-06   25.0   4.1   6.9   4   2   4   8   8   6   6 | SP+TM
VITVvi_vZin03_v1.1_P254.ver1.0.g345160.p01         -          LRR_4                PF12799.13   2.2e-21   74.4  14.4   2.5e-06   26.6   1.5   4.5   3   1   1   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P6.ver1.0.g471960.p01           -          LRR_4                PF12799.13   2.3e-21   74.4  38.7   1.1e-05   24.6   3.1   7.0   4   2   4   8   8   8   7 | TM
VITVvi_vZin03_v1.1_H000005F_004.ver1.0.g020790.p01 -          LRR_4                PF12799.13   2.3e-21   74.4  38.7   1.1e-05   24.6   3.1   7.0   4   2   4   8   8   8   7 | TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162360.p01 -          LRR_4                PF12799.13   2.8e-21   74.1  65.6    0.0021   17.3   3.9  14.1   5   3   9  16  16  12   7 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309650.p01           -          LRR_4                PF12799.13   2.8e-21   74.1  67.7   5.1e-05   22.5   3.5  12.7   9   3   4  14  14   8   6 | SP+TM
VITVvi_vZin03_v1.1_P22.ver1.0.g327530.p01          -          LRR_4                PF12799.13     3e-21   74.0  42.9     7e-06   25.2   2.1   5.8   5   0   0   5   5   5   5 | TM
VITVvi_vZin03_v1.1_P26.ver1.0.g346530.p01          -          LRR_4                PF12799.13   3.1e-21   74.0  28.8   0.00011   21.4   3.5   7.3   5   2   3   8   8   7   6 | SP
VITVvi_vZin03_v1.1_P287.ver1.0.g360850.p01         -          LRR_4                PF12799.13   3.8e-21   73.7  39.4   0.00017   20.8   1.8   7.6   5   2   3   8   8   7   6 | SP+TM
VITVvi_vZin03_v1.1_H000095F_003.ver1.0.g124910.p01 -          LRR_4                PF12799.13   6.4e-21   73.0  40.3   0.00013   21.2   1.7   7.6   5   2   3   8   8   7   6 | TM
VITVvi_vZin03_v1.1_P61.ver1.0.g474720.p01          -          LRR_4                PF12799.13   6.7e-21   72.9  38.5   5.3e-06   25.6   0.9   7.8   4   2   3   8   8   8   6 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g453130.p01          -          LRR_4                PF12799.13   6.7e-21   72.9  39.9     1e-05   24.7   4.0   6.7   4   2   4   8   8   6   6 | SP+TM
VITVvi_vZin03_v1.1_P36.ver1.0.g390290.p01          -          LRR_4                PF12799.13   8.4e-21   72.6  67.5   5.9e-05   22.2   0.0  12.9   5   5  11  17  17  13   9 | SP+TM
VITVvi_vZin03_v1.1_P188.ver1.0.g302650.p01         -          LRR_4                PF12799.13   9.8e-21   72.4  31.8   6.5e-07   28.5   3.1   6.6   4   2   3   7   7   7   3 | SP+TM
VITVvi_vZin03_v1.1_P71.ver1.0.g491650.p01          -          LRR_4                PF12799.13   1.1e-20   72.2  69.1   0.00011   21.4   1.2  11.8   5   4   9  14  14  11   8 | SP
VITVvi_vZin03_v1.1_H000153F_005.ver1.0.g152830.p01 -          LRR_4                PF12799.13   1.2e-20   72.0  79.1   1.1e-06   27.8   1.3   7.5   2   1  10  12  12   9   9 | SP+TM
VITVvi_vZin03_v1.1_H000019F_008.ver1.0.g052710.p01 -          LRR_4                PF12799.13   1.3e-20   72.0  57.4   0.00023   20.4   0.0  12.1  10   3   4  14  14   9   6 | SP+TM
VITVvi_vZin03_v1.1_P122.ver1.0.g239360.p01         -          LRR_4                PF12799.13   1.4e-20   71.9  71.7   0.00025   20.2   0.3  12.1   5   2   8  14  14  11   9 | SP
VITVvi_vZin03_v1.1_H000023F_021.ver1.0.g057950.p01 -          LRR_4                PF12799.13   1.4e-20   71.9  26.8   7.3e-06   25.1   1.8   6.4   5   1   1   6   6   6   5 | SP
VITVvi_vZin03_v1.1_P15.ver1.0.g265330.p01          -          LRR_4                PF12799.13   1.5e-20   71.8  26.5   9.9e-05   21.5   2.0   5.8   3   1   2   6   6   6   5 | SP
VITVvi_vZin03_v1.1_P30.ver1.0.g370750.p01          -          LRR_4                PF12799.13   2.4e-20   71.2  24.9   4.8e-06   25.7   0.0   6.3   4   1   0   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g521000.p01           -          LRR_4                PF12799.13   5.5e-20   70.0  62.1   2.5e-05   23.4   0.5  11.5   3   3  12  16  16  12  10 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162400.p01 -          LRR_4                PF12799.13   6.8e-20   69.7  60.8    0.0006   19.0   1.7  13.7   8   4   9  17  17  10   6 | SP+TM
VITVvi_vZin03_v1.1_P127.ver1.0.g241480.p01         -          LRR_4                PF12799.13   7.1e-20   69.6  41.1   0.00025   20.2   0.7   7.5   2   2   3   7   7   6   6 | TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162320.p01 -          LRR_4                PF12799.13   7.6e-20   69.5  61.8   0.00026   20.2   0.8  13.6   6   2   4  13  13   9   4 | TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354110.p01         -          LRR_4                PF12799.13     8e-20   69.5  69.7   1.6e-05   24.0   0.7  10.5   6   4   4  13  13  10   6 | SP+TM
VITVvi_vZin03_v1.1_P151.ver1.0.g270680.p01         -          LRR_4                PF12799.13   8.1e-20   69.5  66.1    0.0041   16.4   2.6  14.7  11   3   5  16  16   9   5 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162450.p01 -          LRR_4                PF12799.13   9.7e-20   69.2  52.0   0.00046   19.4   2.0  10.2   7   3   1   9   9   9   5 | TM
VITVvi_vZin03_v1.1_P494.ver1.0.g441440.p01         -          LRR_4                PF12799.13   1.2e-19   68.9  11.8   1.2e-07   30.8   3.1   4.7   3   1   2   5   5   5   3 | TM
VITVvi_vZin03_v1.1_H000029F_011.ver1.0.g067740.p01 -          LRR_4                PF12799.13   1.3e-19   68.8  69.5   0.00012   21.2   5.1  10.4   8   3   2  11  11   8   7 | SP
VITVvi_vZin03_v1.1_P494.ver1.0.g441470.p01         -          LRR_4                PF12799.13   1.3e-19   68.8  32.8   3.1e-06   26.3   3.2   7.3   4   1   3   8   8   8   4 | TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411710.p01          -          LRR_4                PF12799.13   1.7e-19   68.4  37.9   1.6e-05   24.1   2.6   6.7   5   1   1   6   6   6   5 | TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377360.p01          -          LRR_4                PF12799.13   1.8e-19   68.4  40.0   8.3e-06   24.9   2.6   7.5   2   2   6   9   9   8   7 | TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162350.p01 -          LRR_4                PF12799.13   1.9e-19   68.3  78.4    0.0011   18.2   1.0  14.5   6   3  11  17  17  12   8 | TM
VITVvi_vZin03_v1.1_P279.ver1.0.g355740.p01         -          LRR_4                PF12799.13   1.9e-19   68.2  26.7   1.8e-05   23.8   0.8   6.2   3   1   2   6   6   5   3 | TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309570.p01           -          LRR_4                PF12799.13     2e-19   68.2  24.5   0.00079   18.7   2.3   7.5   4   3   2   7   7   6   4 | SP
VITVvi_vZin03_v1.1_P112.ver1.0.g225410.p01         -          LRR_4                PF12799.13   2.1e-19   68.2  52.4   1.1e-05   24.6   2.7   8.1   3   1   9  12  12   9   8 | SP+TM
VITVvi_vZin03_v1.1_P551.ver1.0.g461030.p01         -          LRR_4                PF12799.13   2.1e-19   68.1  66.9   7.4e-05   21.9   0.4  12.0   9   4   4  14  14   7   5 | SP
VITVvi_vZin03_v1.1_P224.ver1.0.g329650.p01         -          LRR_4                PF12799.13   2.2e-19   68.1  84.4   9.5e-06   24.8   1.2  12.4   3   2  10  17  17  11   7 | SP+TM
VITVvi_vZin03_v1.1_H000039F_008.ver1.0.g075100.p01 -          LRR_4                PF12799.13   2.6e-19   67.8  54.5    0.0046   16.2   0.3  11.1   4   2   4  12  12  10   4 | TM
VITVvi_vZin03_v1.1_P127.ver1.0.g241780.p01         -          LRR_4                PF12799.13     3e-19   67.6  56.0   1.6e-05   24.0   1.5  10.3  10   2   1  11  11   7   5 | TM
VITVvi_vZin03_v1.1_P7.ver1.0.g490480.p01           -          LRR_4                PF12799.13   3.4e-19   67.5  24.7   8.4e-05   21.8   0.8   6.4   3   2   1   6   6   5   5 | SP
VITVvi_vZin03_v1.1_P830.ver1.0.g509660.p01         -          LRR_4                PF12799.13   5.3e-19   66.9  23.3    0.0002   20.6   0.3   6.4   3   2   2   7   7   6   5 | SP
VITVvi_vZin03_v1.1_P53.ver1.0.g456730.p01          -          LRR_4                PF12799.13   6.2e-19   66.6  65.5   0.00024   20.3   1.0  10.2   9   1   1  10  10   7   5 | TM
VITVvi_vZin03_v1.1_P9.ver1.0.g520990.p01           -          LRR_4                PF12799.13   6.3e-19   66.6  26.6   5.2e-05   22.4   0.1   7.4   4   3   3   8   8   4   4 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353660.p01         -          LRR_4                PF12799.13   7.3e-19   66.4  55.0   3.1e-05   23.1   2.5   9.9   4   2   6  11  11   8   4 | SP+TM
VITVvi_vZin03_v1.1_P24.ver1.0.g338310.p01          -          LRR_4                PF12799.13   8.1e-19   66.3  25.3   8.4e-06   24.9   2.1   6.2   4   1   1   6   6   5   5 | SP
VITVvi_vZin03_v1.1_P286.ver1.0.g360560.p01         -          LRR_4                PF12799.13   9.8e-19   66.0  61.9   0.00067   18.9   4.3  12.1  10   2   3  13  13   8   5 | SP
VITVvi_vZin03_v1.1_P272.ver1.0.g353760.p01         -          LRR_4                PF12799.13   1.1e-18   65.8  42.3    0.0017   17.6   1.2   8.7   5   3   5  10  10   9   8 | SP
VITVvi_vZin03_v1.1_P714.ver1.0.g493080.p01         -          LRR_4                PF12799.13   1.1e-18   65.8  39.5   4.9e-06   25.7   1.0   8.1   3   1   5   9   9   9   6 | SP
VITVvi_vZin03_v1.1_H000067F_008.ver1.0.g107850.p01 -          LRR_4                PF12799.13   1.2e-18   65.8  65.8   7.5e-05   21.9   1.2  11.6   7   1   4  13  13   9   7 | SP+TM
