#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g379290.t01      -          LRRNT_2              PF08263.17   3.6e-49  164.4  18.5   4.9e-13   48.8   0.6   5.2   5   0   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t06      -          LRRNT_2              PF08263.17   3.3e-11   43.0   0.3   3.3e-11   43.0   0.3   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g030310.t03 -          LRRNT_2              PF08263.17   3.4e-11   42.9   1.4   8.8e-11   41.6   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g329120.t01      -          LRRNT_2              PF08263.17   3.4e-11   42.9   0.1   1.2e-10   41.2   0.1   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_017.ver1.0.g161640.t01 -          LRRNT_2              PF08263.17   3.4e-11   42.9   0.4   1.1e-10   41.3   0.1   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t01      -          LRRNT_2              PF08263.17   3.6e-11   42.8   1.1   8.5e-11   41.6   1.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t02      -          LRRNT_2              PF08263.17   3.6e-11   42.8   1.1   8.5e-11   41.6   1.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t02 -          LRRNT_2              PF08263.17   3.7e-11   42.8   0.1   8.5e-11   41.6   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t01      -          LRRNT_2              PF08263.17   3.7e-11   42.8   0.3   3.7e-11   42.8   0.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t02      -          LRRNT_2              PF08263.17   3.7e-11   42.8   0.3   3.7e-11   42.8   0.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t04      -          LRRNT_2              PF08263.17   3.7e-11   42.8   0.3   3.7e-11   42.8   0.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t07      -          LRRNT_2              PF08263.17   3.7e-11   42.8   0.3   3.7e-11   42.8   0.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000204F.ver1.0.g565190.t01      -          LRRNT_2              PF08263.17   3.7e-11   42.8   0.3   3.7e-11   42.8   0.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516540.t01      -          LRRNT_2              PF08263.17   3.8e-11   42.8   0.1   9.4e-11   41.5   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000421F.ver1.0.g607630.t01      -          LRRNT_2              PF08263.17   3.8e-11   42.8   0.1   9.4e-11   41.5   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g382690.t01      -          LRRNT_2              PF08263.17   3.8e-11   42.7   4.3   1.7e-10   40.7   4.3   2.3   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386230.t01      -          LRRNT_2              PF08263.17   3.9e-11   42.7   0.7   7.1e-11   41.9   0.1   1.8   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497860.t01      -          LRRNT_2              PF08263.17   3.9e-11   42.7   1.7   6.4e-10   38.8   0.3   3.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g336110.t01      -          LRRNT_2              PF08263.17   3.9e-11   42.7   6.1   1.2e-05   25.1   1.1   2.8   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g030310.t01 -          LRRNT_2              PF08263.17     4e-11   42.7   1.4     1e-10   41.4   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000054F_003.ver1.0.g163900.t01 -          LRRNT_2              PF08263.17   4.1e-11   42.6   3.0   5.5e-11   42.2   0.8   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000054F_003.ver1.0.g163900.t02 -          LRRNT_2              PF08263.17   4.1e-11   42.6   3.0   5.5e-11   42.2   0.8   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t01      -          LRRNT_2              PF08263.17   4.4e-11   42.5   1.0   1.1e-10   41.2   1.0   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t01      -          LRRNT_2              PF08263.17   4.4e-11   42.5   1.0   1.1e-10   41.2   1.0   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t01 -          LRRNT_2              PF08263.17   4.5e-11   42.5   0.1   9.8e-11   41.4   0.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000027F_031.ver1.0.g122650.t01 -          LRRNT_2              PF08263.17   4.6e-11   42.5   4.4   2.1e-10   40.4   4.4   2.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220020.t01 -          LRRNT_2              PF08263.17   4.6e-11   42.5   0.1   1.1e-10   41.2   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t01      -          LRRNT_2              PF08263.17   4.6e-11   42.5   1.4   1.1e-10   41.3   0.1   2.4   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t02      -          LRRNT_2              PF08263.17   4.6e-11   42.5   1.4   1.1e-10   41.3   0.1   2.4   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t03      -          LRRNT_2              PF08263.17   4.6e-11   42.5   1.4   1.1e-10   41.3   0.1   2.4   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514980.t04      -          LRRNT_2              PF08263.17   4.6e-11   42.5   1.4   1.1e-10   41.3   0.1   2.4   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547510.t01      -          LRRNT_2              PF08263.17   4.7e-11   42.5   1.6   4.7e-11   42.5   1.6   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219780.t01 -          LRRNT_2              PF08263.17     5e-11   42.4   2.2     3e-06   27.1   0.0   2.9   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547640.t01      -          LRRNT_2              PF08263.17   5.2e-11   42.3   1.6   5.2e-11   42.3   1.6   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547640.t02      -          LRRNT_2              PF08263.17   5.2e-11   42.3   1.6   5.2e-11   42.3   1.6   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g279760.t01      -          LRRNT_2              PF08263.17   5.2e-11   42.3   0.2   1.3e-10   41.0   0.2   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_049.ver1.0.g027160.t01 -          LRRNT_2              PF08263.17   5.3e-11   42.3   0.2   1.3e-10   41.0   0.2   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208720.t01 -          LRRNT_2              PF08263.17   5.7e-11   42.2   2.3   5.9e-10   38.9   0.3   3.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219070.t01 -          LRRNT_2              PF08263.17   5.9e-11   42.1   0.2   1.9e-10   40.5   0.2   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_018.ver1.0.g042550.t01 -          LRRNT_2              PF08263.17   6.8e-11   41.9   0.5   1.7e-10   40.7   0.5   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t02      -          LRRNT_2              PF08263.17   6.8e-11   41.9   0.8   1.5e-10   40.9   0.8   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_013.ver1.0.g096470.t01 -          LRRNT_2              PF08263.17   6.8e-11   41.9   0.8   1.5e-10   40.9   0.8   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g504970.t01      -          LRRNT_2              PF08263.17   6.9e-11   41.9   0.4   2.3e-10   40.2   0.2   2.1   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g504970.t02      -          LRRNT_2              PF08263.17   6.9e-11   41.9   0.4   2.3e-10   40.2   0.2   2.1   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g281350.t01      -          LRRNT_2              PF08263.17     7e-11   41.9   1.4   1.9e-10   40.5   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t01      -          LRRNT_2              PF08263.17   7.1e-11   41.9   0.8   1.5e-10   40.8   0.8   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000151F.ver1.0.g534820.t01      -          LRRNT_2              PF08263.17   7.1e-11   41.9   0.0   2.3e-10   40.2   0.0   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515670.t01      -          LRRNT_2              PF08263.17   7.2e-11   41.9   0.2   2.4e-10   40.2   0.2   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_025.ver1.0.g113780.t01 -          LRRNT_2              PF08263.17   7.7e-11   41.8   2.9   2.2e-10   40.3   2.9   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135980.t01 -          LRRNT_2              PF08263.17   7.8e-11   41.8   5.0   2.5e-10   40.1   5.0   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399670.t01      -          LRRNT_2              PF08263.17   7.8e-11   41.8   5.0   2.5e-10   40.1   5.0   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146620.t02 -          LRRNT_2              PF08263.17   7.8e-11   41.7   1.0   7.8e-11   41.7   1.0   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g412290.t02      -          LRRNT_2              PF08263.17   7.8e-11   41.7   1.0   7.8e-11   41.7   1.0   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g367520.t01      -          LRRNT_2              PF08263.17   7.9e-11   41.7   2.9   2.2e-10   40.3   2.9   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g217920.t01 -          LRRNT_2              PF08263.17   8.2e-11   41.7   7.0   8.2e-11   41.7   7.0   2.8   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512660.t01      -          LRRNT_2              PF08263.17   8.2e-11   41.7   7.0   8.2e-11   41.7   7.0   2.8   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000151F_004.ver1.0.g231600.t01 -          LRRNT_2              PF08263.17   8.9e-11   41.6   0.1     3e-10   39.9   0.1   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g505260.t01      -          LRRNT_2              PF08263.17   9.6e-11   41.5   0.4   2.8e-10   40.0   0.4   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000376F.ver1.0.g602610.t01      -          LRRNT_2              PF08263.17   9.6e-11   41.5   1.1   9.6e-11   41.5   1.1   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g427400.t01      -          LRRNT_2              PF08263.17   9.6e-11   41.5   1.1   9.6e-11   41.5   1.1   2.4   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g427620.t01      -          LRRNT_2              PF08263.17     1e-10   41.3   3.2   1.2e-10   41.1   0.2   2.6   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337150.t01      -          LRRNT_2              PF08263.17   1.1e-10   41.3   2.1     2e-08   34.0   1.0   3.2   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g427510.t01      -          LRRNT_2              PF08263.17   1.3e-10   41.1   1.2   1.3e-10   41.1   1.2   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000181F.ver1.0.g553510.t01      -          LRRNT_2              PF08263.17   1.3e-10   41.1   0.8   1.3e-10   41.1   0.8   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000196F.ver1.0.g560740.t01      -          LRRNT_2              PF08263.17   1.3e-10   41.1   0.8   1.3e-10   41.1   0.8   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t01 -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t02 -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t03 -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t04 -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t01      -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t02      -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t03      -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t04      -          LRRNT_2              PF08263.17   1.4e-10   41.0   1.9   1.4e-10   41.0   1.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000151F.ver1.0.g534870.t01      -          LRRNT_2              PF08263.17   1.5e-10   40.9   0.1   3.5e-10   39.7   0.1   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000004F_044.ver1.0.g044820.t01 -          LRRNT_2              PF08263.17   1.5e-10   40.8   0.5   3.9e-10   39.5   0.5   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g114950.t01 -          LRRNT_2              PF08263.17   1.5e-10   40.8   0.2   3.5e-10   39.6   0.2   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g329080.t01      -          LRRNT_2              PF08263.17   1.6e-10   40.7   0.1   4.3e-10   39.4   0.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g032880.t01 -          LRRNT_2              PF08263.17   1.8e-10   40.6   0.4   3.9e-10   39.5   0.4   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g032880.t02 -          LRRNT_2              PF08263.17   1.8e-10   40.6   0.4   3.9e-10   39.5   0.4   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g284140.t01      -          LRRNT_2              PF08263.17   1.8e-10   40.6   0.4   3.9e-10   39.5   0.4   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g284140.t02      -          LRRNT_2              PF08263.17   1.8e-10   40.6   0.4   3.9e-10   39.5   0.4   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000067F_012.ver1.0.g178820.t01 -          LRRNT_2              PF08263.17     2e-10   40.5   0.6   6.9e-10   38.7   0.6   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g370700.t01      -          LRRNT_2              PF08263.17     2e-10   40.5   0.1   4.6e-10   39.3   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000169F_002.ver1.0.g236420.t01 -          LRRNT_2              PF08263.17   2.1e-10   40.4   1.5   2.1e-10   40.4   1.5   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547850.t01      -          LRRNT_2              PF08263.17   2.1e-10   40.4   1.5   2.1e-10   40.4   1.5   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t05 -          LRRNT_2              PF08263.17   2.2e-10   40.3   1.4   6.2e-10   38.9   1.4   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t05      -          LRRNT_2              PF08263.17   2.2e-10   40.3   1.4   6.2e-10   38.9   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g319970.t01      -          LRRNT_2              PF08263.17   2.4e-10   40.2   3.2   2.4e-10   40.2   3.2   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t01 -          LRRNT_2              PF08263.17   2.6e-10   40.1   2.7   4.6e-10   39.3   2.7   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t02 -          LRRNT_2              PF08263.17   2.6e-10   40.1   2.7   4.6e-10   39.3   2.7   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t03 -          LRRNT_2              PF08263.17   2.6e-10   40.1   2.7   4.6e-10   39.3   2.7   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t01      -          LRRNT_2              PF08263.17   2.6e-10   40.1   2.7   4.6e-10   39.3   2.7   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t02      -          LRRNT_2              PF08263.17   2.6e-10   40.1   2.7   4.6e-10   39.3   2.7   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t03      -          LRRNT_2              PF08263.17   2.6e-10   40.1   2.7   4.6e-10   39.3   2.7   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g267110.t01      -          LRRNT_2              PF08263.17   2.6e-10   40.1   1.4   5.8e-10   38.9   1.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t06 -          LRRNT_2              PF08263.17   2.6e-10   40.1   1.4   7.1e-10   38.7   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514650.t01      -          LRRNT_2              PF08263.17   2.6e-10   40.1   1.0   6.1e-10   38.9   1.0   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219400.t01 -          LRRNT_2              PF08263.17   2.6e-10   40.1   1.0   6.1e-10   38.9   1.0   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_049.ver1.0.g027470.t01 -          LRRNT_2              PF08263.17   2.7e-10   40.0   0.1   5.9e-10   38.9   0.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g280070.t01      -          LRRNT_2              PF08263.17   2.7e-10   40.0   0.1   5.9e-10   38.9   0.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t06      -          LRRNT_2              PF08263.17   2.7e-10   40.0   1.4   7.3e-10   38.6   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450010.t01      -          LRRNT_2              PF08263.17   3.2e-10   39.8   2.3   7.1e-10   38.7   1.4   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t02 -          LRRNT_2              PF08263.17   3.2e-10   39.8   1.4   9.1e-10   38.3   1.4   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t03 -          LRRNT_2              PF08263.17   3.3e-10   39.8   1.4   9.1e-10   38.3   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t04      -          LRRNT_2              PF08263.17   3.3e-10   39.7   1.4   9.1e-10   38.3   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t02      -          LRRNT_2              PF08263.17   3.3e-10   39.7   1.4   9.1e-10   38.3   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_029.ver1.0.g080360.t01 -          LRRNT_2              PF08263.17   3.8e-10   39.5   0.5   1.7e-09   37.5   0.5   2.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428010.t02      -          LRRNT_2              PF08263.17   4.3e-10   39.4   2.2   1.2e-09   38.0   2.2   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_015.ver1.0.g161310.t02 -          LRRNT_2              PF08263.17   4.3e-10   39.4   2.2   1.2e-09   38.0   2.2   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428010.t01      -          LRRNT_2              PF08263.17     5e-10   39.2   2.2   1.3e-09   37.8   2.2   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_015.ver1.0.g161310.t01 -          LRRNT_2              PF08263.17     5e-10   39.2   2.2   1.3e-09   37.8   2.2   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000121F.ver1.0.g510900.t01      -          LRRNT_2              PF08263.17     5e-10   39.2   0.2   1.5e-09   37.6   0.2   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000043F.ver1.0.g416000.t01      -          LRRNT_2              PF08263.17   5.8e-10   39.0   0.5   1.9e-09   37.3   0.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000031F.ver1.0.g392830.t01      -          LRRNT_2              PF08263.17   5.8e-10   39.0   0.2   1.4e-09   37.7   0.2   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000195F.ver1.0.g560220.t01      -          LRRNT_2              PF08263.17   5.8e-10   39.0   0.2   1.4e-09   37.7   0.2   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075870.t01 -          LRRNT_2              PF08263.17   5.8e-10   39.0   2.1     8e-10   38.5   0.4   2.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321910.t01      -          LRRNT_2              PF08263.17   5.8e-10   39.0   2.1     8e-10   38.5   0.4   2.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459840.t01      -          LRRNT_2              PF08263.17     6e-10   38.9   2.2   1.9e-09   37.3   2.2   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t01      -          LRRNT_2              PF08263.17     6e-10   38.9   0.6   1.1e-09   38.1   0.6   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t02      -          LRRNT_2              PF08263.17     6e-10   38.9   0.6   1.1e-09   38.1   0.6   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373950.t01      -          LRRNT_2              PF08263.17   6.1e-10   38.9   2.2   1.9e-09   37.3   2.2   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g302520.t01      -          LRRNT_2              PF08263.17   6.2e-10   38.9   0.2   1.4e-09   37.7   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g302520.t02      -          LRRNT_2              PF08263.17   6.2e-10   38.9   0.2   1.4e-09   37.7   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
