#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000027F_031.ver1.0.g122650.t01 -          LRR_8                PF13855.12  1.1e-136  444.3 271.8   2.7e-10   39.5   5.3  33.4  19  11  14  35  35  34  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t02      -          LRR_8                PF13855.12   6.4e-29   99.2  59.1   2.4e-05   23.7   2.7   9.8   3   3   8  12  12  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t04      -          LRR_8                PF13855.12   6.4e-29   99.2  59.1   2.4e-05   23.7   2.7   9.8   3   3   8  12  12  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t07      -          LRR_8                PF13855.12   6.4e-29   99.2  59.1   2.4e-05   23.7   2.7   9.8   3   3   8  12  12  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459800.t01      -          LRR_8                PF13855.12   6.5e-29   99.1  83.8   4.3e-07   29.3   6.7   9.7   5   3   6  11  11  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_015.ver1.0.g161310.t02 -          LRR_8                PF13855.12   6.5e-29   99.1  82.7   2.4e-06   26.9  12.4  10.3   3   3   6  11  11  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115360.t01 -          LRR_8                PF13855.12   8.4e-29   98.8  45.4   2.6e-07   29.9   1.0   9.0   3   3   7  11  11  10   9 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115360.t02 -          LRR_8                PF13855.12   8.4e-29   98.8  45.4   2.6e-07   29.9   1.0   9.0   3   3   7  11  11  10   9 | TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428010.t02      -          LRR_8                PF13855.12   8.4e-29   98.8  83.8   4.6e-07   29.2   4.3  10.0   3   3   7  12  12  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000204F.ver1.0.g565190.t01      -          LRR_8                PF13855.12   9.2e-29   98.7  58.3   2.8e-05   23.5   2.9   9.8   3   3   9  13  13  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t03      -          LRR_8                PF13855.12   9.4e-29   98.6  56.1   5.1e-11   41.8   9.4   6.2   3   2   4   8   8   5   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375750.t01      -          LRR_8                PF13855.12   9.4e-29   98.6  38.3   1.7e-08   33.8   9.0   5.1   4   2   1   5   5   5   5 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204630.t01 -          LRR_8                PF13855.12   1.1e-28   98.5  71.8   2.1e-06   27.1   6.2   8.7   3   3   7  10  10   9   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g365590.t01      -          LRR_8                PF13855.12   1.1e-28   98.4  42.4   2.9e-10   39.4   4.5   8.1   5   2   4   9   9   6   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547380.t01      -          LRR_8                PF13855.12   1.8e-28   97.7  71.9   3.3e-07   29.6   4.6  10.9   6   4   2   9   9   8   6 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_010.ver1.0.g161060.t01 -          LRR_8                PF13855.12     2e-28   97.6  50.1   5.6e-09   35.3   5.4   6.5   6   0   0   6   6   5   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375780.t01      -          LRR_8                PF13855.12   2.1e-28   97.5  50.8   1.1e-08   34.3   6.1   6.9   3   2   3   7   7   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554810.t01      -          LRR_8                PF13855.12   3.6e-28   96.8  89.4   8.3e-09   34.8   8.0  11.1   7   5   5  12  12  10   8 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_011.ver1.0.g074350.t01 -          LRR_8                PF13855.12   3.8e-28   96.7  45.9   3.9e-11   42.2   9.0   6.0   3   2   5   8   8   5   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t01      -          LRR_8                PF13855.12   3.8e-28   96.7  45.9   3.9e-11   42.2   9.0   6.0   3   2   5   8   8   5   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t02      -          LRR_8                PF13855.12   4.2e-28   96.5  69.5   1.2e-07   31.1   5.8   8.8   4   2   3   9   9   9   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_017.ver1.0.g161620.t01 -          LRR_8                PF13855.12   5.2e-28   96.3  80.8     6e-08   32.0  11.0   9.2   6   3   3   9   9   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198480.t01 -          LRR_8                PF13855.12   5.2e-28   96.3  42.4   6.7e-06   25.4   6.5   7.7   3   1   6   9   9   8   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000036F.ver1.0.g403170.t01      -          LRR_8                PF13855.12   6.2e-28   96.0  79.7   2.2e-08   33.4   7.9  10.4   6   3   5  11  11   9   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451340.t01      -          LRR_8                PF13855.12     7e-28   95.9  56.0   2.3e-09   36.5   0.2   9.7   2   2   7  10  10   8   6 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t02 -          LRR_8                PF13855.12   7.5e-28   95.7  41.4   5.3e-08   32.2   7.0   5.5   3   1   2   5   5   5   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t03      -          LRR_8                PF13855.12   9.6e-28   95.4  58.3   7.2e-10   38.2   6.2   5.4   1   1   5   6   6   5   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312700.t01      -          LRR_8                PF13855.12   9.8e-28   95.4  20.4   1.6e-07   30.6   0.5   5.5   4   1   0   5   5   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496080.t01      -          LRR_8                PF13855.12   1.1e-27   95.2  64.5   6.7e-07   28.7   4.7   8.7   7   2   2   9   9   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t02      -          LRR_8                PF13855.12   1.1e-27   95.2  58.3   7.4e-10   38.1   6.2   5.4   1   1   5   6   6   5   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065770.t01 -          LRR_8                PF13855.12   1.2e-27   95.1  19.0   1.9e-07   30.4   0.5   5.5   5   0   0   5   5   4   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t01      -          LRR_8                PF13855.12   1.4e-27   94.8  69.6   1.5e-07   30.7   6.0   8.7   4   2   3   9   9   9   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_017.ver1.0.g161640.t01 -          LRR_8                PF13855.12   1.5e-27   94.7  79.2     8e-08   31.6  11.0   9.1   5   3   4   9   9   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204930.t01 -          LRR_8                PF13855.12   1.7e-27   94.6  18.2   2.5e-11   42.8   1.1   4.9   5   0   0   5   5   3   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428570.t01      -          LRR_8                PF13855.12   2.5e-27   94.1  79.6     8e-08   31.6  11.0   9.0   6   2   3   9   9   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000432F.ver1.0.g608560.t01      -          LRR_8                PF13855.12   2.6e-27   94.0  46.4   1.5e-06   27.6   4.0   7.5   2   1   6   9   9   9   9 | SP
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513480.t02      -          LRR_8                PF13855.12   2.7e-27   94.0  40.8   1.3e-07   31.0   4.7   8.6   6   3   2   9   9   6   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g102040.t01 -          LRR_8                PF13855.12   2.7e-27   94.0  48.2   1.9e-08   33.6   5.7   7.3   3   2   5   8   8   7   6 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t01 -          LRR_8                PF13855.12   2.7e-27   94.0  41.3   6.7e-08   31.8   6.9   5.5   3   1   2   5   5   5   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t02      -          LRR_8                PF13855.12   2.8e-27   93.9  41.2   5.3e-08   32.2   7.0   5.5   3   1   2   5   5   5   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000117F.ver1.0.g508130.t01      -          LRR_8                PF13855.12   3.2e-27   93.8  77.2   2.3e-06   26.9   4.8  11.5   9   2   3  12  12  11   6 | SP
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416060.t01      -          LRR_8                PF13855.12   4.2e-27   93.4  28.1   1.5e-07   30.7   1.8   6.9   2   2   5   7   7   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219700.t01 -          LRR_8                PF13855.12   4.2e-27   93.4  35.8   1.3e-10   40.5   2.8   5.3   3   2   1   4   4   4   4 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000019F_052.ver1.0.g101830.t03 -          LRR_8                PF13855.12   5.5e-27   93.0  60.7   1.7e-08   33.8   2.5  10.6   5   3   6  12  12   8   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g353510.t03      -          LRR_8                PF13855.12   5.5e-27   93.0  60.7   1.7e-08   33.8   2.5  10.6   5   3   6  12  12   8   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000019F_052.ver1.0.g101830.t01 -          LRR_8                PF13855.12   8.6e-27   92.4  67.0   2.1e-08   33.5   2.5  11.1   6   4   5  12  12   8   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g353510.t01      -          LRR_8                PF13855.12   8.6e-27   92.4  67.0   2.1e-08   33.5   2.5  11.1   6   4   5  12  12   8   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t01      -          LRR_8                PF13855.12   1.1e-26   92.0  41.2   6.8e-08   31.8   7.0   5.5   3   1   2   5   5   5   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g541560.t01      -          LRR_8                PF13855.12   1.3e-26   91.8  23.9   1.9e-08   33.6   5.7   5.6   4   1   1   5   5   5   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000190F.ver1.0.g558390.t01      -          LRR_8                PF13855.12   1.3e-26   91.7  64.6   2.7e-09   36.3   1.7   9.2   7   2   2   9   9   8   6 | SP
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513470.t01      -          LRR_8                PF13855.12   1.4e-26   91.7  55.3   2.4e-10   39.7   6.8   9.2   4   2   6  11  11   9   9 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266980.t01      -          LRR_8                PF13855.12   1.8e-26   91.3  58.1   1.5e-07   30.7   4.4   8.1   4   2   4   9   9   8   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552740.t01      -          LRR_8                PF13855.12   2.5e-26   90.9  54.2   4.5e-05   22.8   4.3   7.5   4   1   2   7   7   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495890.t01      -          LRR_8                PF13855.12   2.5e-26   90.9  54.2   4.5e-05   22.8   4.3   7.5   4   1   2   7   7   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289140.t01      -          LRR_8                PF13855.12   3.8e-26   90.3  48.3     3e-05   23.4   4.9   8.8   4   2   1   8   8   8   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322000.t01      -          LRR_8                PF13855.12   4.1e-26   90.2  46.0   8.7e-10   37.9   6.7   4.7   3   1   2   5   5   5   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g274880.t01      -          LRR_8                PF13855.12   4.8e-26   90.0  81.0   1.3e-10   40.5   3.4   6.1   3   1   4   7   7   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513550.t01      -          LRR_8                PF13855.12     6e-26   89.7  36.9   1.3e-08   34.2   1.8   7.0   7   0   0   7   7   6   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g050440.t01 -          LRR_8                PF13855.12   6.4e-26   89.6  21.4   1.8e-08   33.7   0.4   4.5   4   0   0   4   4   4   4 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t03 -          LRR_8                PF13855.12   7.3e-26   89.4  52.9   1.8e-05   24.1   0.5   8.2   6   2   3   9   9   7   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t02 -          LRR_8                PF13855.12   7.3e-26   89.4  52.9   1.8e-05   24.1   0.5   8.2   6   2   3   9   9   7   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t01 -          LRR_8                PF13855.12   7.3e-26   89.4  52.9   1.8e-05   24.1   0.5   8.2   6   2   3   9   9   7   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200920.t01 -          LRR_8                PF13855.12   7.8e-26   89.3  62.0   2.3e-06   26.9   5.3   8.4   4   4   3   8   8   7   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516570.t01      -          LRR_8                PF13855.12   1.2e-25   88.7  53.5   2.3e-05   23.7   0.7   8.2   6   2   3   9   9   7   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200850.t01 -          LRR_8                PF13855.12   1.4e-25   88.4  47.8   1.3e-07   31.0   8.5   7.7   4   2   4   8   8   6   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t02      -          LRR_8                PF13855.12   1.7e-25   88.2  61.8   1.1e-05   24.8  11.6   9.6   3   2   4  11  11  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t01      -          LRR_8                PF13855.12   2.1e-25   87.9  61.5   1.2e-05   24.7  11.6   9.6   3   2   4  11  11  10   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000284F.ver1.0.g587340.t01      -          LRR_8                PF13855.12   2.1e-25   87.9  67.0   5.1e-06   25.8   4.2  11.6   6   3   6  12  12   9   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200880.t01 -          LRR_8                PF13855.12   7.3e-25   86.2  56.9   6.5e-08   31.9   2.8   7.8   4   2   2   8   8   8   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592590.t01      -          LRR_8                PF13855.12   7.7e-25   86.1  51.0   3.1e-07   29.7   6.2   7.3   4   2   3   7   7   7   6 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000038F_011.ver1.0.g142150.t01 -          LRR_8                PF13855.12   1.4e-24   85.3  31.2   5.3e-08   32.2   4.3   5.3   3   2   2   5   5   5   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355850.t01      -          LRR_8                PF13855.12   1.8e-24   84.9  50.9   3.9e-07   29.4   4.7   8.1   4   3   3   8   8   7   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_037.ver1.0.g044670.t01 -          LRR_8                PF13855.12   2.2e-24   84.6  26.3   1.8e-08   33.7   0.4   4.5   3   1   0   4   4   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000319F.ver1.0.g594060.t01      -          LRR_8                PF13855.12   2.6e-24   84.4  43.9   9.9e-11   40.9   2.6   6.1   3   1   3   6   6   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_009.ver1.0.g114070.t01 -          LRR_8                PF13855.12   3.1e-24   84.2  19.6   1.4e-05   24.4   0.1   8.4   4   2   6  10  10   9   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337140.t01      -          LRR_8                PF13855.12   3.2e-24   84.1  38.6   3.6e-09   35.9   1.4   6.9   3   2   6   9   9   6   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000038F.ver1.0.g406210.t01      -          LRR_8                PF13855.12   3.8e-24   83.9  32.0   5.3e-08   32.2   4.3   5.3   3   2   2   5   5   5   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513560.t01      -          LRR_8                PF13855.12   6.1e-24   83.2  44.6   1.3e-05   24.5   0.6   8.4   7   1   3  10  10   7   6 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000282F_007.ver1.0.g246560.t01 -          LRR_8                PF13855.12   7.1e-24   83.0  48.0   2.6e-05   23.6   2.1   8.8   6   2   2   8   8   7   6 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_011.ver1.0.g152490.t01 -          LRR_8                PF13855.12   7.6e-24   82.9  43.7   2.4e-07   30.1   3.1   8.3   8   0   0   8   8   5   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459790.t01      -          LRR_8                PF13855.12   9.2e-24   82.7  86.7     4e-06   26.2   4.7   9.7   2   2   7  11  11  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g302190.t02      -          LRR_8                PF13855.12     1e-23   82.5  46.8   3.5e-06   26.4   4.0   6.8   3   2   3   6   6   6   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513530.t01      -          LRR_8                PF13855.12   1.1e-23   82.4  45.7     6e-08   32.0  10.9   7.5   4   3   1   7   7   5   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513530.t02      -          LRR_8                PF13855.12   1.1e-23   82.4  45.7     6e-08   32.0  10.9   7.5   4   3   1   7   7   5   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215730.t01 -          LRR_8                PF13855.12   1.2e-23   82.2  82.1   1.9e-05   24.0  10.9   7.3   2   2   5   8   8   7   7 | SP
VITVvi_vCabSauv08_v1.1_Primary000156F.ver1.0.g538680.t01      -          LRR_8                PF13855.12   1.3e-23   82.2  37.7   2.5e-08   33.2   5.2   6.6   2   2   3   6   6   6   5 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000103F_011.ver1.0.g205140.t01 -          LRR_8                PF13855.12   1.7e-23   81.8  29.5   2.7e-08   33.1   2.1   5.1   3   1   3   6   6   5   5 | SP
VITVvi_vCabSauv08_v1.1_Primary000066F.ver1.0.g448790.t01      -          LRR_8                PF13855.12   1.9e-23   81.7  56.7   1.6e-05   24.3   0.3   9.0   3   3   5   9   9   9   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075970.t01 -          LRR_8                PF13855.12   2.2e-23   81.4  31.6   3.1e-09   36.1   6.4   4.6   3   1   2   5   5   5   5 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_005.ver1.0.g216980.t01 -          LRR_8                PF13855.12   2.3e-23   81.4  51.6   2.2e-05   23.8   3.2   9.8   8   2   1  10  10   8   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373920.t01      -          LRR_8                PF13855.12   2.7e-23   81.1  85.4   3.5e-06   26.4   4.5   9.6   1   1  11  13  13  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496040.t01      -          LRR_8                PF13855.12   4.7e-23   80.4  45.8   2.8e-08   33.1   2.9   8.6   5   4   2   8   8   6   3 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000169F_002.ver1.0.g236430.t01 -          LRR_8                PF13855.12   6.8e-23   79.9  69.9   4.9e-09   35.5   8.4  10.6   7   3   5  12  12   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t02 -          LRR_8                PF13855.12     2e-22   78.4  67.8   7.3e-06   25.3   8.2  10.0   4   2   7  11  11   8   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t01      -          LRR_8                PF13855.12     2e-22   78.4  67.5   9.4e-06   25.0   8.0  10.0   4   2   7  11  11   8   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428420.t01      -          LRR_8                PF13855.12   2.1e-22   78.3  40.3   2.6e-09   36.3   3.2   5.9   2   2   3   6   6   5   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000055F_030.ver1.0.g166810.t01 -          LRR_8                PF13855.12   2.5e-22   78.1  22.8   2.9e-07   29.8   1.3   5.5   4   2   1   5   5   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000055F.ver1.0.g433960.t01      -          LRR_8                PF13855.12   2.5e-22   78.1  22.8   2.9e-07   29.8   1.3   5.5   4   2   1   5   5   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g381130.t01      -          LRR_8                PF13855.12   3.7e-22   77.5  11.3   1.8e-07   30.5   0.0   4.2   2   1   2   4   4   4   4 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000027F_004.ver1.0.g120280.t01 -          LRR_8                PF13855.12   4.2e-22   77.3  12.0   1.8e-07   30.5   0.0   4.3   2   1   2   4   4   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000098F.ver1.0.g486680.t01      -          LRR_8                PF13855.12   4.6e-22   77.2  56.0   8.3e-08   31.6   0.4   7.7   5   3   3   8   8   7   6 | SP
VITVvi_vCabSauv08_v1.1_Primary000282F.ver1.0.g586870.t01      -          LRR_8                PF13855.12   5.3e-22   77.0  40.6   2.1e-06   27.1   2.9   7.0   4   2   2   6   6   5   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t01 -          LRR_8                PF13855.12   1.1e-21   76.0  67.2     9e-06   25.0   8.2   9.9   4   2   7  11  11   8   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t02      -          LRR_8                PF13855.12   1.1e-21   76.0  66.8   1.1e-05   24.7   7.9  10.0   4   2   7  11  11   8   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_011.ver1.0.g151770.t01 -          LRR_8                PF13855.12   1.2e-21   75.8  27.1   1.5e-07   30.7   1.7   5.4   4   1   1   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124510.t01 -          LRR_8                PF13855.12   1.3e-21   75.7  17.4   4.4e-09   35.6   0.5   4.0   3   1   0   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386180.t01      -          LRR_8                PF13855.12   1.3e-21   75.7  17.4   4.4e-09   35.6   0.5   4.0   3   1   0   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416380.t01      -          LRR_8                PF13855.12   1.5e-21   75.6  27.0   1.6e-07   30.6   1.7   5.5   4   1   1   5   5   4   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151670.t01 -          LRR_8                PF13855.12   1.8e-21   75.3  33.2   6.3e-09   35.1   0.2   5.9   2   1   6   8   8   8   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416760.t01      -          LRR_8                PF13855.12   1.8e-21   75.3  33.2   6.3e-09   35.1   0.2   5.9   2   1   6   8   8   8   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552800.t01      -          LRR_8                PF13855.12   2.4e-21   74.9  58.2     2e-08   33.6   0.8  11.9  10   2   2  12  12   5   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198430.t01 -          LRR_8                PF13855.12   3.8e-21   74.3  45.7   5.2e-05   22.6   3.7   8.7   6   3   3   9   9   6   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g510020.t01      -          LRR_8                PF13855.12   3.8e-21   74.3  18.1   4.3e-07   29.3   5.0   5.1   4   1   1   5   5   5   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g510020.t02      -          LRR_8                PF13855.12   4.6e-21   74.0  18.1   4.5e-07   29.2   5.0   5.1   4   1   1   5   5   5   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000119F_006.ver1.0.g216370.t02 -          LRR_8                PF13855.12     7e-21   73.4  18.0     5e-07   29.0   5.0   5.1   4   1   1   5   5   5   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000135F.ver1.0.g524140.t01      -          LRR_8                PF13855.12   7.9e-21   73.3  43.2   5.6e-06   25.7   5.7   6.5   1   1   7   9   9   9   7 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000010F_025.ver1.0.g079080.t01 -          LRR_8                PF13855.12     1e-20   72.9  37.1   3.5e-09   36.0   5.1   7.8   6   2   4  10  10   6   5 | TM
VITVvi_vCabSauv08_v1.1_Primary000088F.ver1.0.g474530.t01      -          LRR_8                PF13855.12   1.4e-20   72.4  37.8   1.3e-07   30.9   1.2   8.5   6   1   0   6   6   3   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115420.t02 -          LRR_8                PF13855.12     3e-20   71.4  21.9   2.5e-08   33.2   0.6   5.7   3   2   4   7   7   5   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_028.ver1.0.g003800.t01 -          LRR_8                PF13855.12   3.2e-20   71.3  34.4   5.2e-10   38.6   2.4   5.6   4   2   1   5   5   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t07      -          LRR_8                PF13855.12   4.8e-20   70.7  26.6     4e-09   35.8   5.8   4.7   2   1   3   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554800.t01      -          LRR_8                PF13855.12     5e-20   70.7  37.0   1.5e-06   27.5   6.4   6.3   4   1   0   5   5   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t06      -          LRR_8                PF13855.12   5.6e-20   70.5  26.9     4e-09   35.8   5.8   4.7   2   1   3   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g336110.t01      -          LRR_8                PF13855.12   6.2e-20   70.4  27.6   3.6e-08   32.7   5.1   4.9   4   1   0   4   4   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t04      -          LRR_8                PF13855.12   7.5e-20   70.1  26.6   4.5e-09   35.6   5.8   4.7   2   1   3   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000578F.ver1.0.g617750.t01      -          LRR_8                PF13855.12   8.8e-20   69.9  28.2   1.7e-07   30.5   3.2   4.4   2   1   2   4   4   4   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000085F_008.ver1.0.g190190.t06 -          LRR_8                PF13855.12   9.3e-20   69.8  25.8   1.7e-08   33.8   5.0   4.7   2   1   2   5   5   4   4 | SP+TM
