#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P14.ver1.0.g255970.p01          -          Pkinase              PF00069.31  3.9e-135  444.9   0.0   5.2e-45  149.5   0.0   3.3   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040810.p01 -          Pkinase              PF00069.31   1.3e-40  135.0   0.0   2.5e-40  134.1   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P408.ver1.0.g413520.p01         -          Pkinase              PF00069.31   1.4e-40  134.9   0.0   2.2e-40  134.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518490.p01          -          Pkinase              PF00069.31   1.6e-40  134.8   0.0   2.3e-40  134.3   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g064950.p01 -          Pkinase              PF00069.31   1.8e-40  134.6   0.0   2.7e-40  134.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P175.ver1.0.g291210.p01         -          Pkinase              PF00069.31     2e-40  134.4   0.0   2.9e-40  133.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000104F_007.ver1.0.g129840.p01 -          Pkinase              PF00069.31   2.4e-40  134.2   0.0   3.4e-40  133.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P298.ver1.0.g364010.p01         -          Pkinase              PF00069.31   2.4e-40  134.2   0.1   3.8e-40  133.5   0.1   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000164F_003.ver1.0.g155770.p01 -          Pkinase              PF00069.31   2.6e-40  134.1   0.0   3.6e-40  133.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000029F_002.ver1.0.g066670.p01 -          Pkinase              PF00069.31   2.8e-40  134.0   0.0   4.1e-40  133.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P478.ver1.0.g436530.p01         -          Pkinase              PF00069.31   2.8e-40  134.0   0.1   1.3e-38  128.5   0.1   2.2   1   1   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255910.p01          -          Pkinase              PF00069.31     3e-40  133.9   0.0   6.1e-40  132.9   0.0   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000286F_002.ver1.0.g184270.p01 -          Pkinase              PF00069.31     4e-40  133.5   0.0   6.1e-40  132.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g064960.p01 -          Pkinase              PF00069.31   4.6e-40  133.3   0.0     7e-40  132.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g342190.p01          -          Pkinase              PF00069.31   4.6e-40  133.3   0.0     7e-40  132.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P224.ver1.0.g329650.p01         -          Pkinase              PF00069.31   6.3e-40  132.8   0.0   9.6e-40  132.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P39.ver1.0.g400230.p01          -          Pkinase              PF00069.31   1.4e-39  131.7   0.0   2.1e-39  131.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000035F_001.ver1.0.g072300.p01 -          Pkinase              PF00069.31   1.4e-39  131.7   0.0   2.1e-39  131.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000042F_003.ver1.0.g078620.p01 -          Pkinase              PF00069.31   1.4e-39  131.6   0.0   2.7e-39  130.8   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000019F_008.ver1.0.g052710.p01 -          Pkinase              PF00069.31   3.3e-39  130.5   0.0   4.9e-39  129.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P1.ver1.0.g208420.p01           -          Pkinase              PF00069.31   3.7e-39  130.3   0.0   5.5e-39  129.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000095F_003.ver1.0.g124910.p01 -          Pkinase              PF00069.31   4.2e-39  130.1   0.0   5.7e-39  129.7   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439460.p01          -          Pkinase              PF00069.31   5.6e-39  129.7   0.7   3.4e-37  123.9   0.2   2.8   2   1   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P287.ver1.0.g360850.p01         -          Pkinase              PF00069.31   2.2e-38  127.8   0.0   3.1e-38  127.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194340.p01 -          Pkinase              PF00069.31   2.5e-38  127.6   0.1   1.9e-23   78.8   0.0   2.2   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000121F_001.ver1.0.g136960.p01 -          Pkinase              PF00069.31   3.1e-38  127.3   0.0   4.6e-38  126.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P98.ver1.0.g533280.p01          -          Pkinase              PF00069.31   3.1e-38  127.3   0.0   4.6e-38  126.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P33.ver1.0.g381240.p01          -          Pkinase              PF00069.31   4.2e-38  126.8   0.0   6.4e-38  126.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g235320.p01          -          Pkinase              PF00069.31   5.3e-38  126.5   0.0   7.7e-38  126.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g233890.p01          -          Pkinase              PF00069.31     1e-37  125.6   0.0   1.4e-37  125.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P133.ver1.0.g248720.p01         -          Pkinase              PF00069.31   1.4e-37  125.1   0.0   2.2e-37  124.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000050F_004.ver1.0.g089470.p01 -          Pkinase              PF00069.31   1.5e-37  125.0   0.0   2.2e-37  124.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000070F_007.ver1.0.g109950.p01 -          Pkinase              PF00069.31   4.3e-37  123.5   0.0   6.3e-37  123.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P365.ver1.0.g392600.p01         -          Pkinase              PF00069.31   4.5e-37  123.5   0.0   7.1e-37  122.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041000.p01 -          Pkinase              PF00069.31   6.5e-37  122.9   0.0   9.7e-37  122.4   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000046F_010.ver1.0.g081980.p01 -          Pkinase              PF00069.31   2.9e-36  120.8   0.0   4.2e-36  120.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446900.p01          -          Pkinase              PF00069.31   6.3e-36  119.7   0.1   3.5e-35  117.3   0.1   1.9   1   1   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P31.ver1.0.g374080.p01          -          Pkinase              PF00069.31   6.7e-36  119.6   0.0     9e-36  119.2   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000077F_008.ver1.0.g113160.p01 -          Pkinase              PF00069.31   1.2e-35  118.8   0.0   2.2e-35  117.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P63.ver1.0.g477680.p01          -          Pkinase              PF00069.31   1.2e-35  118.8   0.0   2.2e-35  117.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P127.ver1.0.g241480.p01         -          Pkinase              PF00069.31     2e-35  118.1   0.0   2.8e-35  117.6   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P26.ver1.0.g346540.p01          -          Pkinase              PF00069.31   2.6e-35  117.7   0.0     4e-35  117.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P255.ver1.0.g345450.p01         -          Pkinase              PF00069.31   4.2e-35  117.0   0.0     6e-35  116.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P26.ver1.0.g347440.p01          -          Pkinase              PF00069.31   8.5e-35  116.0   0.0   1.4e-34  115.3   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P507.ver1.0.g448150.p01         -          Pkinase              PF00069.31   1.1e-34  115.7   0.0   1.4e-34  115.3   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P266.ver1.0.g350340.p01         -          Pkinase              PF00069.31   1.1e-34  115.7   0.0   1.4e-34  115.3   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377360.p01          -          Pkinase              PF00069.31   1.3e-34  115.4   0.0   1.9e-34  114.9   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000125F_002.ver1.0.g138310.p01 -          Pkinase              PF00069.31     2e-34  114.8   0.0   2.7e-34  114.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000010F_003.ver1.0.g034000.p01 -          Pkinase              PF00069.31   2.1e-34  114.7   0.0   3.1e-34  114.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000707F_001.ver1.0.g197880.p01 -          Pkinase              PF00069.31   2.2e-34  114.7   0.0     3e-34  114.2   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P110.ver1.0.g224780.p01         -          Pkinase              PF00069.31   2.5e-34  114.5   0.0   3.4e-34  114.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g511310.p01          -          Pkinase              PF00069.31   2.8e-34  114.3   0.0     4e-34  113.8   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P41.ver1.0.g414090.p01          -          Pkinase              PF00069.31   3.3e-34  114.1   0.0   4.9e-34  113.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P83.ver1.0.g509400.p01          -          Pkinase              PF00069.31   6.7e-34  113.1   0.0   8.9e-33  109.4   0.0   2.6   2   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000055F_002.ver1.0.g095890.p01 -          Pkinase              PF00069.31   6.9e-34  113.0   0.0   1.1e-33  112.3   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P9.ver1.0.g525040.p01           -          Pkinase              PF00069.31   9.1e-34  112.6   0.0   1.5e-33  111.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000094F_004.ver1.0.g124400.p01 -          Pkinase              PF00069.31   1.2e-33  112.3   0.0   1.8e-33  111.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P79.ver1.0.g500940.p01          -          Pkinase              PF00069.31   1.2e-33  112.3   0.0   1.8e-33  111.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000019F_012.ver1.0.g053440.p01 -          Pkinase              PF00069.31   2.9e-33  111.0   0.0   4.4e-33  110.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000001F_021.ver1.0.g004440.p01 -          Pkinase              PF00069.31     5e-33  110.2   0.0   8.3e-33  109.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P52.ver1.0.g450560.p01          -          Pkinase              PF00069.31   5.1e-33  110.2   0.0   1.7e-24   82.3   0.0   2.2   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000169F_007.ver1.0.g157590.p01 -          Pkinase              PF00069.31   5.5e-33  110.1   0.0   3.3e-32  107.5   0.0   1.9   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P142.ver1.0.g259020.p01         -          Pkinase              PF00069.31   6.4e-33  109.8   0.0   2.1e-24   81.9   0.0   2.2   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P658.ver1.0.g481500.p01         -          Pkinase              PF00069.31   6.6e-33  109.8   0.1   1.7e-26   88.8   0.0   2.2   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P133.ver1.0.g248510.p01         -          Pkinase              PF00069.31   8.3e-33  109.5   0.0   4.8e-32  107.0   0.0   1.9   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P15.ver1.0.g265320.p01          -          Pkinase              PF00069.31   9.4e-33  109.3   0.0   1.3e-32  108.8   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P239.ver1.0.g337260.p01         -          Pkinase              PF00069.31   9.7e-33  109.3   0.0   1.5e-32  108.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000052F_006.ver1.0.g090990.p01 -          Pkinase              PF00069.31   1.5e-32  108.7   0.0   2.2e-32  108.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P117.ver1.0.g231460.p01         -          Pkinase              PF00069.31   2.5e-32  107.9   0.0   3.7e-32  107.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354400.p01         -          Pkinase              PF00069.31     3e-32  107.7   0.0   4.3e-32  107.1   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P344.ver1.0.g386140.p01         -          Pkinase              PF00069.31   4.1e-32  107.2   0.0   5.9e-32  106.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000153F_005.ver1.0.g152810.p01 -          Pkinase              PF00069.31   4.8e-32  107.0   0.0   6.5e-32  106.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000568F_002.ver1.0.g196580.p01 -          Pkinase              PF00069.31     6e-32  106.7   0.0   8.5e-32  106.2   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P516.ver1.0.g449990.p01         -          Pkinase              PF00069.31   7.3e-32  106.4   0.0   2.8e-31  104.5   0.0   1.8   1   1   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P529.ver1.0.g452620.p01         -          Pkinase              PF00069.31   8.5e-32  106.2   0.0   3.5e-31  104.2   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040820.p01 -          Pkinase              PF00069.31   1.1e-31  105.8   0.0   8.1e-30   99.7   0.0   2.2   1   1   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P15.ver1.0.g265280.p01          -          Pkinase              PF00069.31   1.2e-31  105.7   0.0   1.7e-31  105.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000001F_014.ver1.0.g003260.p01 -          Pkinase              PF00069.31   2.2e-31  104.8   0.0   3.9e-31  104.0   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g312000.p01           -          Pkinase              PF00069.31   2.2e-31  104.8   0.0   3.9e-31  104.0   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P261.ver1.0.g347930.p01         -          Pkinase              PF00069.31     3e-31  104.4   0.0   1.2e-30  102.4   0.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194300.p01 -          Pkinase              PF00069.31   3.7e-31  104.1   0.0   5.4e-31  103.5   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g254180.p01          -          Pkinase              PF00069.31     8e-31  103.0   0.0   1.2e-30  102.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000135F_008.ver1.0.g143140.p01 -          Pkinase              PF00069.31   3.3e-30  101.0   0.0   4.9e-30  100.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P111.ver1.0.g225050.p01         -          Pkinase              PF00069.31   4.1e-30  100.7   0.0     6e-30  100.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P677.ver1.0.g484510.p01         -          Pkinase              PF00069.31   4.9e-30  100.4   0.1   1.6e-29   98.7   0.1   1.8   1   1   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000052F_011.ver1.0.g091920.p01 -          Pkinase              PF00069.31     6e-30  100.1   0.0     1e-28   96.1   0.0   2.3   2   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P498.ver1.0.g441560.p01         -          Pkinase              PF00069.31   2.2e-29   98.3   0.0   3.6e-29   97.6   0.0   1.3   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000103F_002.ver1.0.g128470.p01 -          Pkinase              PF00069.31   2.9e-29   97.8   0.0   4.1e-29   97.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518500.p01          -          Pkinase              PF00069.31   7.3e-29   96.6   0.0     1e-28   96.1   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g453660.p01          -          Pkinase              PF00069.31   1.1e-28   96.0   0.0   1.5e-28   95.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000153F_001.ver1.0.g152070.p01 -          Pkinase              PF00069.31   1.1e-28   96.0   0.0   1.5e-28   95.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P440.ver1.0.g426490.p01         -          Pkinase              PF00069.31   1.4e-28   95.6   0.1   2.1e-28   95.0   0.1   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P265.ver1.0.g349510.p01         -          Pkinase              PF00069.31   1.9e-28   95.2   0.0   2.7e-28   94.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000104F_007.ver1.0.g129350.p01 -          Pkinase              PF00069.31     2e-28   95.1   0.0   2.8e-28   94.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518050.p01          -          Pkinase              PF00069.31     2e-28   95.1   0.0   2.8e-28   94.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P37.ver1.0.g393910.p01          -          Pkinase              PF00069.31   2.1e-28   95.0   0.0   2.8e-28   94.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000037F_013.ver1.0.g074380.p01 -          Pkinase              PF00069.31   2.2e-28   95.0   0.0     3e-28   94.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P10.ver1.0.g211750.p01          -          Pkinase              PF00069.31   2.3e-28   94.9   0.0   3.3e-28   94.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P68.ver1.0.g484920.p01          -          Pkinase              PF00069.31   3.4e-28   94.4   0.0   5.4e-28   93.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P120.ver1.0.g237090.p01         -          Pkinase              PF00069.31   4.8e-28   93.9   0.0   7.9e-28   93.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P90.ver1.0.g526360.p01          -          Pkinase              PF00069.31   6.2e-28   93.5   0.0   9.5e-28   92.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000092F_001.ver1.0.g122890.p01 -          Pkinase              PF00069.31   6.3e-28   93.5   0.0   9.6e-28   92.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000051F_004.ver1.0.g090350.p01 -          Pkinase              PF00069.31   7.4e-27   90.0   0.0   1.1e-26   89.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g343230.p01          -          Pkinase              PF00069.31   7.5e-27   90.0   0.0   1.1e-26   89.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P157.ver1.0.g275900.p01         -          Pkinase              PF00069.31   1.8e-26   88.7   0.0   2.7e-26   88.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g454220.p01          -          Pkinase              PF00069.31   2.6e-26   88.2   0.0     4e-26   87.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439310.p01          -          Pkinase              PF00069.31   3.5e-26   87.8   0.0   5.5e-26   87.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P152.ver1.0.g271120.p01         -          Pkinase              PF00069.31   6.2e-26   86.9   0.0     1e-25   86.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P31.ver1.0.g374340.p01          -          Pkinase              PF00069.31   7.3e-26   86.7   0.0     1e-25   86.3   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P150.ver1.0.g269620.p01         -          Pkinase              PF00069.31   9.7e-26   86.3   0.0   1.6e-25   85.6   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P450.ver1.0.g429020.p01         -          Pkinase              PF00069.31   3.3e-25   84.6   0.0     5e-25   84.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P193.ver1.0.g307010.p01         -          Pkinase              PF00069.31   4.3e-25   84.2   0.0   6.5e-25   83.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000012F_015.ver1.0.g039350.p01 -          Pkinase              PF00069.31   8.9e-25   83.2   0.0   1.5e-24   82.4   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g312350.p01           -          Pkinase              PF00069.31   9.7e-25   83.0   0.0   3.1e-24   81.4   0.0   1.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P13.ver1.0.g243910.p01          -          Pkinase              PF00069.31     1e-24   83.0   0.0   1.7e-24   82.2   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000790F_001.ver1.0.g198410.p01 -          Pkinase              PF00069.31   1.1e-24   82.9   0.0   1.7e-24   82.3   0.0   1.3   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P499.ver1.0.g441670.p01         -          Pkinase              PF00069.31   1.1e-24   82.8   0.0   1.7e-24   82.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518590.p01          -          Pkinase              PF00069.31   1.4e-24   82.5   0.0   2.1e-24   81.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000040F_001.ver1.0.g075530.p01 -          Pkinase              PF00069.31   1.9e-23   78.8   0.0   3.3e-23   78.0   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000181F_005.ver1.0.g161380.p01 -          Pkinase              PF00069.31   4.1e-23   77.7   0.0   6.6e-23   77.0   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g385100.p01          -          Pkinase              PF00069.31   5.9e-23   77.2   0.0   9.9e-23   76.5   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377930.p01          -          Pkinase              PF00069.31   1.1e-22   76.3   0.0   1.7e-22   75.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000031F_003.ver1.0.g067950.p01 -          Pkinase              PF00069.31   1.1e-22   76.3   0.0   1.7e-22   75.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364460.p01           -          Pkinase              PF00069.31   2.3e-22   75.2   0.0   3.5e-22   74.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P254.ver1.0.g345140.p01         -          Pkinase              PF00069.31   5.7e-22   74.0   0.0   8.5e-22   73.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P677.ver1.0.g484580.p01         -          Pkinase              PF00069.31   1.9e-20   69.0   0.7   2.2e-11   39.2   0.2   2.2   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P22.ver1.0.g325350.p01          -          Pkinase              PF00069.31   4.5e-20   67.7   0.0   3.1e-13   45.3   0.0   2.2   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000019F_008.ver1.0.g052080.p01 -          Pkinase              PF00069.31   6.2e-20   67.3   0.0   4.7e-13   44.7   0.0   2.2   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P30.ver1.0.g370750.p01          -          Pkinase              PF00069.31   7.3e-20   67.1   0.0     1e-19   66.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000092F_008.ver1.0.g123550.p01 -          Pkinase              PF00069.31   1.2e-19   66.4   0.0   1.9e-19   65.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000087F_005.ver1.0.g120530.p01 -          Pkinase              PF00069.31   1.2e-19   66.3   0.0     2e-19   65.6   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P83.ver1.0.g509080.p01          -          Pkinase              PF00069.31   1.2e-19   66.3   0.0     2e-19   65.6   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000165F_007.ver1.0.g156210.p01 -          Pkinase              PF00069.31   2.8e-18   61.9   0.0   4.3e-18   61.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P131.ver1.0.g246520.p01         -          Pkinase              PF00069.31   2.8e-18   61.9   0.0   4.3e-18   61.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000062F_009.ver1.0.g103540.p01 -          Pkinase              PF00069.31   3.1e-18   61.7   0.0   1.1e-17   59.9   0.0   1.9   1   1   0   1   1   1   1 | SP+TM
